id,attack_type,attack_category,label,intent_drift_score,scope_violation_score,injection_signature_score,mandate_amount_limit,actual_amount,mandate_merchant_category,actual_merchant_category,mandate_recipient_known,actual_recipient_known,amount_ratio,category_match,recipient_mismatch
trace_0031_clean,clean,clean,0,0.09253884148921143,0.0,0.0,600,476.4220223029887,food,food,True,True,0.7940367038383145,1,0
trace_0032_clean,clean,clean,0,0.034197078503433224,0.0,0.0,1500,1169.4141764038066,electronics_accessories,electronics_accessories,True,True,0.7796094509358711,1,0
trace_0033_clean,clean,clean,0,0.028242115577877307,0.0,0.0,239,223.79572813164208,telecom,telecom,True,True,0.9363837997139836,1,0
trace_0034_clean,clean,clean,0,0.08212631931047541,0.0,0.0,1500,1327.3187372948262,electronics_accessories,electronics_accessories,True,True,0.8848791581965508,1,0
trace_0035_clean,clean,clean,0,0.09547982640919864,0.0,0.0,4000,3493.4222829032415,travel,travel,True,True,0.8733555707258104,1,0
trace_0036_clean,clean,clean,0,0.11926946286124449,0.0,0.0,239,210.40930868728856,telecom,telecom,True,True,0.8803736765158517,1,0
trace_0037_clean,clean,clean,0,0.11112830847239527,0.0,0.0,5000,4348.453822894839,footwear,footwear,True,True,0.8696907645789678,1,0
trace_0038_clean,clean,clean,0,0.09085794785805786,0.0,0.0,600,574.8060354194332,food,food,True,True,0.9580100590323887,1,0
trace_0039_clean,clean,clean,0,0.03658876485141099,0.0,0.0,239,207.3463400043558,telecom,telecom,True,True,0.8675579079680159,1,0
trace_0040_clean,clean,clean,0,0.03692969208101004,0.0,0.0,5000,4388.620242582936,footwear,footwear,True,True,0.8777240485165873,1,0
trace_0041_clean,clean,clean,0,0.09189253341901539,0.0,0.0,1500,1404.218185493818,electronics_accessories,electronics_accessories,True,True,0.9361454569958787,1,0
trace_0042_clean,clean,clean,0,0.06268684254726578,0.0,0.0,1500,1056.068010677227,electronics_accessories,electronics_accessories,True,True,0.7040453404514847,1,0
trace_0043_clean,clean,clean,0,0.09135645169358361,0.0,0.0,5000,4045.3946858384184,footwear,footwear,True,True,0.8090789371676836,1,0
trace_0044_clean,clean,clean,0,0.05329676473422093,0.0,0.0,800,627.5730440102327,grocery,grocery,True,True,0.7844663050127909,1,0
trace_0045_clean,clean,clean,0,0.04829285114447514,0.0,0.0,800,565.2510412395277,grocery,grocery,True,True,0.7065638015494096,1,0
trace_0046_clean,clean,clean,0,0.08677351074037637,0.0,0.0,239,196.38170376807687,telecom,telecom,True,True,0.8216807689040874,1,0
trace_0047_clean,clean,clean,0,0.02822390816198668,0.0,0.0,800,637.2680246423566,grocery,grocery,True,True,0.7965850308029458,1,0
trace_0048_clean,clean,clean,0,0.035748341998586564,0.0,0.0,5000,4241.4448124372775,footwear,footwear,True,True,0.8482889624874556,1,0
trace_0049_clean,clean,clean,0,0.020790393540430458,0.0,0.0,4000,3211.153682813242,travel,travel,True,True,0.8027884207033105,1,0
trace_0050_clean,clean,clean,0,0.03414866523451002,0.0,0.0,1500,1148.7449602520703,electronics_accessories,electronics_accessories,True,True,0.7658299735013802,1,0
trace_0051_clean,clean,clean,0,0.022174774460802942,0.0,0.0,800,791.9279782580702,grocery,grocery,True,True,0.9899099728225877,1,0
trace_0052_clean,clean,clean,0,0.06415955493269423,0.0,0.0,4000,2896.7264837805906,travel,travel,True,True,0.7241816209451476,1,0
trace_0053_clean,clean,clean,0,0.03210088013388083,0.0,0.0,239,169.9948940821208,telecom,telecom,True,True,0.7112757074565723,1,0
trace_0054_clean,clean,clean,0,0.026693937102629555,0.0,0.0,800,711.2142885048327,grocery,grocery,True,True,0.8890178606310408,1,0
trace_0055_clean,clean,clean,0,0.10873358681865639,0.0,0.0,4000,3737.9690843926696,travel,travel,True,True,0.9344922710981675,1,0
trace_0056_clean,clean,clean,0,0.06662663831162555,0.0,0.0,1500,1193.1159346394638,electronics_accessories,electronics_accessories,True,True,0.7954106230929758,1,0
trace_0057_clean,clean,clean,0,0.028566915807189668,0.0,0.0,239,196.68950751610558,telecom,telecom,True,True,0.8229686506950025,1,0
trace_0058_clean,clean,clean,0,0.030843465060417977,0.0,0.0,800,637.0533793988908,grocery,grocery,True,True,0.7963167242486135,1,0
trace_0059_clean,clean,clean,0,0.10168110150099861,0.0,0.0,5000,3950.6387535667955,footwear,footwear,True,True,0.7901277507133591,1,0
trace_0060_clean,clean,clean,0,0.04616041992119673,0.0,0.0,1500,1472.8881934520796,electronics_accessories,electronics_accessories,True,True,0.9819254623013863,1,0
trace_0061_clean,clean,clean,0,0.07537649107568431,0.0,0.0,5000,3539.9041082817944,footwear,footwear,True,True,0.7079808216563589,1,0
trace_0062_clean,clean,clean,0,0.06364489097827514,0.0,0.0,239,193.45549626938575,telecom,telecom,True,True,0.8094372228844592,1,0
trace_0063_clean,clean,clean,0,0.1065452514268831,0.0,0.0,4000,3060.0410843852396,travel,travel,True,True,0.7650102710963099,1,0
trace_0064_clean,clean,clean,0,0.07351229894437394,0.0,0.0,600,525.1040788230832,food,food,True,True,0.8751734647051387,1,0
trace_0065_clean,clean,clean,0,0.02692809432244367,0.0,0.0,239,200.92368546306164,telecom,telecom,True,True,0.8406848764144839,1,0
trace_0066_clean,clean,clean,0,0.02716547790738603,0.0,0.0,5000,4557.609216015568,footwear,footwear,True,True,0.9115218432031136,1,0
trace_0067_clean,clean,clean,0,0.11577758660711888,0.0,0.0,239,213.7228358399563,telecom,telecom,True,True,0.8942378068617418,1,0
trace_0068_clean,clean,clean,0,0.11646254549543876,0.0,0.0,5000,4410.318376577924,footwear,footwear,True,True,0.8820636753155848,1,0
trace_0069_clean,clean,clean,0,0.03532187503575336,0.0,0.0,239,224.9978607133197,telecom,telecom,True,True,0.9414136431519653,1,0
trace_0070_clean,clean,clean,0,0.04357588661030536,0.0,0.0,4000,3220.580851273807,travel,travel,True,True,0.8051452128184517,1,0
trace_0071_clean,clean,clean,0,0.05984605603477593,0.0,0.0,239,187.76284408176207,telecom,telecom,True,True,0.7856185944843601,1,0
trace_0072_clean,clean,clean,0,0.08283321637556347,0.0,0.0,1500,1058.378295250402,electronics_accessories,electronics_accessories,True,True,0.7055855301669347,1,0
trace_0073_clean,clean,clean,0,0.09493949057988242,0.0,0.0,800,666.7066761818753,grocery,grocery,True,True,0.8333833452273441,1,0
trace_0074_clean,clean,clean,0,0.1162896364539184,0.0,0.0,600,501.18153531756093,food,food,True,True,0.8353025588626015,1,0
trace_0075_clean,clean,clean,0,0.09271956108217401,0.0,0.0,800,615.7687638153948,grocery,grocery,True,True,0.7697109547692434,1,0
trace_0076_clean,clean,clean,0,0.07454057683380257,0.0,0.0,4000,3699.7343050873624,travel,travel,True,True,0.9249335762718406,1,0
trace_0077_clean,clean,clean,0,0.027580255241198108,0.0,0.0,4000,3246.977418901525,travel,travel,True,True,0.8117443547253813,1,0
trace_0078_clean,clean,clean,0,0.11357337066830785,0.0,0.0,239,229.65703692292405,telecom,telecom,True,True,0.9609081042800169,1,0
trace_0079_clean,clean,clean,0,0.04355598870555763,0.0,0.0,5000,4674.725833101883,footwear,footwear,True,True,0.9349451666203766,1,0
trace_0080_clean,clean,clean,0,0.09471648314445923,0.0,0.0,5000,4390.731943354277,footwear,footwear,True,True,0.8781463886708554,1,0
trace_0081_clean,clean,clean,0,0.02222848474751478,0.0,0.0,1500,1380.815000886984,electronics_accessories,electronics_accessories,True,True,0.920543333924656,1,0
trace_0082_clean,clean,clean,0,0.1133482156504936,0.0,0.0,800,576.4933232867864,grocery,grocery,True,True,0.7206166541084831,1,0
trace_0083_clean,clean,clean,0,0.08796104616385013,0.0,0.0,1500,1244.614300221641,electronics_accessories,electronics_accessories,True,True,0.8297428668144274,1,0
trace_0084_clean,clean,clean,0,0.05999283122401576,0.0,0.0,600,529.4546767287061,food,food,True,True,0.8824244612145101,1,0
trace_0085_clean,clean,clean,0,0.07943123136039884,0.0,0.0,5000,4854.078754522548,footwear,footwear,True,True,0.9708157509045096,1,0
trace_0086_clean,clean,clean,0,0.1035649991752975,0.0,0.0,600,590.8451347225545,food,food,True,True,0.9847418912042575,1,0
trace_0087_clean,clean,clean,0,0.11661526153750895,0.0,0.0,1500,1424.471479431443,electronics_accessories,electronics_accessories,True,True,0.9496476529542953,1,0
trace_0088_clean,clean,clean,0,0.032227441471561535,0.0,0.0,5000,4279.307043873486,footwear,footwear,True,True,0.8558614087746972,1,0
trace_0089_clean,clean,clean,0,0.05432443329770141,0.0,0.0,800,678.8271997718908,grocery,grocery,True,True,0.8485339997148635,1,0
trace_0090_clean,clean,clean,0,0.07763337061473663,0.0,0.0,800,647.2794520895635,grocery,grocery,True,True,0.8090993151119544,1,0
trace_0091_clean,clean,clean,0,0.0798486698799279,0.0,0.0,1500,1128.68910911138,electronics_accessories,electronics_accessories,True,True,0.7524594060742533,1,0
trace_0092_clean,clean,clean,0,0.09775352244546988,0.0,0.0,800,690.6284206004341,grocery,grocery,True,True,0.8632855257505426,1,0
trace_0093_clean,clean,clean,0,0.024656728085382787,0.0,0.0,4000,3640.5226494952085,travel,travel,True,True,0.9101306623738021,1,0
trace_0094_clean,clean,clean,0,0.0951989308302604,0.0,0.0,1500,1303.4906258567833,electronics_accessories,electronics_accessories,True,True,0.8689937505711889,1,0
trace_0095_clean,clean,clean,0,0.046851537732318406,0.0,0.0,5000,4183.294015930633,footwear,footwear,True,True,0.8366588031861265,1,0
trace_0096_clean,clean,clean,0,0.07178221970944927,0.0,0.0,4000,3944.771831872962,travel,travel,True,True,0.9861929579682406,1,0
trace_0097_clean,clean,clean,0,0.04217034133490895,0.0,0.0,239,191.33509071861027,telecom,telecom,True,True,0.8005652331322606,1,0
trace_0098_clean,clean,clean,0,0.08706690255083603,0.0,0.0,5000,4003.6685747495985,footwear,footwear,True,True,0.8007337149499197,1,0
trace_0099_clean,clean,clean,0,0.06375058022331663,0.0,0.0,800,702.6566037392829,grocery,grocery,True,True,0.8783207546741036,1,0
trace_0100_clean,clean,clean,0,0.07164812308370733,0.0,0.0,600,440.5265961958759,food,food,True,True,0.7342109936597933,1,0
trace_0101_clean,clean,clean,0,0.09452736550481892,0.0,0.0,4000,3295.449186179621,travel,travel,True,True,0.8238622965449053,1,0
trace_0102_clean,clean,clean,0,0.08436937175347442,0.0,0.0,239,236.2352078040535,telecom,telecom,True,True,0.9884318318161234,1,0
trace_0103_clean,clean,clean,0,0.10145816272434889,0.0,0.0,239,205.96278383680547,telecom,telecom,True,True,0.8617689700284747,1,0
trace_0104_clean,clean,clean,0,0.062366673762600994,0.0,0.0,4000,3505.299509993068,travel,travel,True,True,0.876324877498267,1,0
trace_0105_clean,clean,clean,0,0.06717475024570962,0.0,0.0,5000,3565.2507596531445,footwear,footwear,True,True,0.7130501519306289,1,0
trace_0106_clean,clean,clean,0,0.098069387560607,0.0,0.0,800,631.1979646676969,grocery,grocery,True,True,0.7889974558346211,1,0
trace_0107_clean,clean,clean,0,0.0997108808674985,0.0,0.0,1500,1245.1038805609742,electronics_accessories,electronics_accessories,True,True,0.8300692537073161,1,0
trace_0108_clean,clean,clean,0,0.04971850748306145,0.0,0.0,1500,1232.3781139121209,electronics_accessories,electronics_accessories,True,True,0.8215854092747472,1,0
trace_0109_clean,clean,clean,0,0.05522337997208403,0.0,0.0,4000,2939.0616835872297,travel,travel,True,True,0.7347654208968074,1,0
trace_0110_clean,clean,clean,0,0.07943087129020551,0.0,0.0,239,188.3151015350674,telecom,telecom,True,True,0.7879292951258051,1,0
trace_0111_clean,clean,clean,0,0.042841677907633505,0.0,0.0,5000,4540.244633462729,footwear,footwear,True,True,0.9080489266925459,1,0
trace_0112_clean,clean,clean,0,0.08742843898825879,0.0,0.0,600,589.0531293226828,food,food,True,True,0.9817552155378046,1,0
trace_0113_clean,clean,clean,0,0.11411496758594526,0.0,0.0,239,204.93431091839022,telecom,telecom,True,True,0.8574657360602101,1,0
trace_0114_clean,clean,clean,0,0.039575843840172036,0.0,0.0,600,444.572616124034,food,food,True,True,0.7409543602067233,1,0
trace_0115_clean,clean,clean,0,0.08099781159725479,0.0,0.0,1500,1461.2567659849856,electronics_accessories,electronics_accessories,True,True,0.9741711773233237,1,0
trace_0116_clean,clean,clean,0,0.06439575998008157,0.0,0.0,1500,1180.0289153277845,electronics_accessories,electronics_accessories,True,True,0.7866859435518563,1,0
trace_0117_clean,clean,clean,0,0.05705166527336217,0.0,0.0,239,186.5702865855798,telecom,telecom,True,True,0.7806288141656058,1,0
trace_0118_clean,clean,clean,0,0.06433470736548023,0.0,0.0,800,744.6258699522435,grocery,grocery,True,True,0.9307823374403044,1,0
trace_0119_clean,clean,clean,0,0.04369860265318185,0.0,0.0,1500,1113.7238729899389,electronics_accessories,electronics_accessories,True,True,0.7424825819932925,1,0
trace_0120_clean,clean,clean,0,0.08125453309103063,0.0,0.0,4000,3536.301493544521,travel,travel,True,True,0.8840753733861302,1,0
trace_0121_clean,clean,clean,0,0.05916457637297569,0.0,0.0,1500,1363.7726548949918,electronics_accessories,electronics_accessories,True,True,0.9091817699299946,1,0
trace_0122_clean,clean,clean,0,0.10693904136072016,0.0,0.0,5000,3986.831526613118,footwear,footwear,True,True,0.7973663053226236,1,0
trace_0123_clean,clean,clean,0,0.08716070514876233,0.0,0.0,4000,3593.4286754060154,travel,travel,True,True,0.8983571688515039,1,0
trace_0124_clean,clean,clean,0,0.0232215996460478,0.0,0.0,1500,1277.7772003133466,electronics_accessories,electronics_accessories,True,True,0.8518514668755645,1,0
trace_0125_clean,clean,clean,0,0.10687593361926521,0.0,0.0,5000,4152.371030899341,footwear,footwear,True,True,0.8304742061798682,1,0
trace_0126_clean,clean,clean,0,0.09699098393968693,0.0,0.0,600,460.6006423511894,food,food,True,True,0.7676677372519823,1,0
trace_0127_clean,clean,clean,0,0.02806068627753548,0.0,0.0,800,712.7500225827488,grocery,grocery,True,True,0.890937528228436,1,0
trace_0128_clean,clean,clean,0,0.022091289623344806,0.0,0.0,5000,4614.070496662838,footwear,footwear,True,True,0.9228140993325676,1,0
trace_0129_clean,clean,clean,0,0.020309068721863516,0.0,0.0,1500,1392.94079441706,electronics_accessories,electronics_accessories,True,True,0.92862719627804,1,0
trace_0130_clean,clean,clean,0,0.038516602651538556,0.0,0.0,239,195.7291810793631,telecom,telecom,True,True,0.8189505484492179,1,0
trace_0131_clean,clean,clean,0,0.041984730245035844,0.0,0.0,4000,3863.1545101125903,travel,travel,True,True,0.9657886275281475,1,0
trace_0132_clean,clean,clean,0,0.08231189330240005,0.0,0.0,4000,3575.039295589188,travel,travel,True,True,0.893759823897297,1,0
trace_0133_clean,clean,clean,0,0.03745277909092342,0.0,0.0,800,747.3292455332539,grocery,grocery,True,True,0.9341615569165674,1,0
trace_0134_clean,clean,clean,0,0.0728630233881666,0.0,0.0,1500,1207.3840810124045,electronics_accessories,electronics_accessories,True,True,0.8049227206749363,1,0
trace_0135_clean,clean,clean,0,0.09516152160219071,0.0,0.0,5000,4632.009760570316,footwear,footwear,True,True,0.9264019521140632,1,0
trace_0136_clean,clean,clean,0,0.10286851295645465,0.0,0.0,4000,3163.6667401769246,travel,travel,True,True,0.7909166850442312,1,0
trace_0137_clean,clean,clean,0,0.07733261605006093,0.0,0.0,5000,4167.64348466604,footwear,footwear,True,True,0.8335286969332081,1,0
trace_0138_clean,clean,clean,0,0.028203010058618843,0.0,0.0,4000,2984.587366161844,travel,travel,True,True,0.746146841540461,1,0
trace_0139_clean,clean,clean,0,0.08413172912150554,0.0,0.0,800,630.8136122079915,grocery,grocery,True,True,0.7885170152599893,1,0
trace_0140_clean,clean,clean,0,0.0954292517509827,0.0,0.0,800,636.8748511614344,grocery,grocery,True,True,0.7960935639517931,1,0
trace_0141_clean,clean,clean,0,0.11626713570416733,0.0,0.0,239,211.1859946657872,telecom,telecom,True,True,0.8836234086434611,1,0
trace_0142_clean,clean,clean,0,0.042500249554316354,0.0,0.0,800,693.9373519754649,grocery,grocery,True,True,0.8674216899693312,1,0
trace_0143_clean,clean,clean,0,0.038112159570151155,0.0,0.0,5000,3504.994882333122,footwear,footwear,True,True,0.7009989764666243,1,0
trace_0144_clean,clean,clean,0,0.07747116313896696,0.0,0.0,239,235.91517660927178,telecom,telecom,True,True,0.987092789160133,1,0
trace_0145_clean,clean,clean,0,0.06762604632041287,0.0,0.0,239,175.26974366322247,telecom,telecom,True,True,0.7333462077959099,1,0
trace_0146_clean,clean,clean,0,0.07972535508792247,0.0,0.0,800,578.0829485460699,grocery,grocery,True,True,0.7226036856825874,1,0
trace_0147_clean,clean,clean,0,0.10431893199518874,0.0,0.0,1500,1177.116759893944,electronics_accessories,electronics_accessories,True,True,0.7847445065959626,1,0
trace_0148_clean,clean,clean,0,0.02469319380152947,0.0,0.0,600,510.01517415379914,food,food,True,True,0.8500252902563319,1,0
trace_0149_clean,clean,clean,0,0.028948621701454107,0.0,0.0,5000,3685.2293922343333,footwear,footwear,True,True,0.7370458784468666,1,0
trace_0150_clean,clean,clean,0,0.026123000188875516,0.0,0.0,5000,4323.391166711119,footwear,footwear,True,True,0.8646782333422237,1,0
trace_0151_clean,clean,clean,0,0.06008861879224829,0.0,0.0,600,421.9275493735583,food,food,True,True,0.7032125822892639,1,0
trace_0152_clean,clean,clean,0,0.08204851707552538,0.0,0.0,600,501.2846291062516,food,food,True,True,0.8354743818437527,1,0
trace_0153_clean,clean,clean,0,0.057034308697395855,0.0,0.0,800,739.2675886272533,grocery,grocery,True,True,0.9240844857840667,1,0
trace_0154_clean,clean,clean,0,0.04639269538249574,0.0,0.0,5000,4090.8849963191196,footwear,footwear,True,True,0.8181769992638239,1,0
trace_0155_clean,clean,clean,0,0.09508193616356207,0.0,0.0,4000,3067.891762837924,travel,travel,True,True,0.766972940709481,1,0
trace_0156_clean,clean,clean,0,0.09379704973425326,0.0,0.0,1500,1060.5385243308674,electronics_accessories,electronics_accessories,True,True,0.707025682887245,1,0
trace_0157_clean,clean,clean,0,0.09087002258820918,0.0,0.0,5000,4068.608381402715,footwear,footwear,True,True,0.813721676280543,1,0
trace_0158_clean,clean,clean,0,0.05369967957279566,0.0,0.0,5000,3914.559799228139,footwear,footwear,True,True,0.7829119598456278,1,0
trace_0159_clean,clean,clean,0,0.0625032075826405,0.0,0.0,1500,1320.689048633276,electronics_accessories,electronics_accessories,True,True,0.8804593657555173,1,0
trace_0160_clean,clean,clean,0,0.09127735403746672,0.0,0.0,4000,3470.4857864602827,travel,travel,True,True,0.8676214466150707,1,0
trace_0161_clean,clean,clean,0,0.043192850243519536,0.0,0.0,600,553.1212641385086,food,food,True,True,0.9218687735641811,1,0
trace_0162_clean,clean,clean,0,0.10179989829450055,0.0,0.0,600,440.56758557841124,food,food,True,True,0.7342793092973521,1,0
trace_0163_clean,clean,clean,0,0.07684921554387594,0.0,0.0,800,735.6048988452523,grocery,grocery,True,True,0.9195061235565654,1,0
trace_0164_clean,clean,clean,0,0.11507857838551003,0.0,0.0,4000,3827.417970032731,travel,travel,True,True,0.9568544925081827,1,0
trace_0165_clean,clean,clean,0,0.043607291849942456,0.0,0.0,5000,4472.709296625784,footwear,footwear,True,True,0.8945418593251568,1,0
trace_0166_clean,clean,clean,0,0.10608483340902533,0.0,0.0,1500,1381.3756181913502,electronics_accessories,electronics_accessories,True,True,0.9209170787942335,1,0
trace_0167_clean,clean,clean,0,0.11884202694401391,0.0,0.0,5000,4422.878277118434,footwear,footwear,True,True,0.8845756554236869,1,0
trace_0168_clean,clean,clean,0,0.10964709652002032,0.0,0.0,239,216.2475684127124,telecom,telecom,True,True,0.9048015414757842,1,0
trace_0169_clean,clean,clean,0,0.07729961786710178,0.0,0.0,800,576.2810765697432,grocery,grocery,True,True,0.720351345712179,1,0
trace_0170_clean,clean,clean,0,0.07730182562871307,0.0,0.0,4000,2977.562043675518,travel,travel,True,True,0.7443905109188795,1,0
trace_0171_clean,clean,clean,0,0.08844843856207492,0.0,0.0,600,574.3119764579757,food,food,True,True,0.9571866274299594,1,0
trace_0172_clean,clean,clean,0,0.059688850855615205,0.0,0.0,239,188.3339273450587,telecom,telecom,True,True,0.7880080642052665,1,0
trace_0173_clean,clean,clean,0,0.06526055369104264,0.0,0.0,5000,3559.070039584006,footwear,footwear,True,True,0.7118140079168012,1,0
trace_0174_clean,clean,clean,0,0.026155452827669373,0.0,0.0,5000,4811.228901068229,footwear,footwear,True,True,0.9622457802136458,1,0
trace_0175_clean,clean,clean,0,0.07440167192894745,0.0,0.0,800,757.5956523057557,grocery,grocery,True,True,0.9469945653821946,1,0
trace_0176_clean,clean,clean,0,0.11544076536241352,0.0,0.0,600,478.9431229612407,food,food,True,True,0.7982385382687345,1,0
trace_0177_clean,clean,clean,0,0.09194208954249465,0.0,0.0,1500,1294.4876838322484,electronics_accessories,electronics_accessories,True,True,0.862991789221499,1,0
trace_0178_clean,clean,clean,0,0.11553881795843415,0.0,0.0,600,469.9896991117467,food,food,True,True,0.7833161651862445,1,0
trace_0179_clean,clean,clean,0,0.043339444863312385,0.0,0.0,4000,3009.1129773584826,travel,travel,True,True,0.7522782443396206,1,0
trace_0180_clean,clean,clean,0,0.1073631930532579,0.0,0.0,1500,1412.3869995703706,electronics_accessories,electronics_accessories,True,True,0.9415913330469137,1,0
trace_0181_clean,clean,clean,0,0.049710535013462315,0.0,0.0,239,196.3169767118635,telecom,telecom,True,True,0.8214099444011025,1,0
trace_0182_clean,clean,clean,0,0.10540483873856728,0.0,0.0,800,788.1311142933588,grocery,grocery,True,True,0.9851638928666985,1,0
trace_0183_clean,clean,clean,0,0.02740036820311445,0.0,0.0,239,220.14453154762978,telecom,telecom,True,True,0.9211068265591205,1,0
trace_0184_clean,clean,clean,0,0.049867188830221634,0.0,0.0,800,685.7832515368066,grocery,grocery,True,True,0.8572290644210082,1,0
trace_0185_clean,clean,clean,0,0.07037819280531118,0.0,0.0,239,225.8150737458269,telecom,telecom,True,True,0.9448329445432088,1,0
trace_0186_clean,clean,clean,0,0.0835421941022356,0.0,0.0,800,661.4508478812469,grocery,grocery,True,True,0.8268135598515586,1,0
trace_0187_clean,clean,clean,0,0.023559772839837838,0.0,0.0,4000,3527.5330117139856,travel,travel,True,True,0.8818832529284965,1,0
trace_0188_clean,clean,clean,0,0.03436212215581378,0.0,0.0,800,595.0663820811536,grocery,grocery,True,True,0.7438329776014421,1,0
trace_0189_clean,clean,clean,0,0.022907400178790407,0.0,0.0,239,228.90554275939826,telecom,telecom,True,True,0.9577637772359759,1,0
trace_0190_clean,clean,clean,0,0.05348634569091969,0.0,0.0,5000,3782.86643011291,footwear,footwear,True,True,0.756573286022582,1,0
trace_0191_clean,clean,clean,0,0.07856533860910273,0.0,0.0,1500,1107.6822562290324,electronics_accessories,electronics_accessories,True,True,0.7384548374860216,1,0
trace_0192_clean,clean,clean,0,0.020893840767789766,0.0,0.0,4000,2947.0172670056295,travel,travel,True,True,0.7367543167514073,1,0
trace_0193_clean,clean,clean,0,0.1125580285977977,0.0,0.0,1500,1434.9477954443003,electronics_accessories,electronics_accessories,True,True,0.9566318636295335,1,0
trace_0194_clean,clean,clean,0,0.0840995679761842,0.0,0.0,600,520.8440390499651,food,food,True,True,0.8680733984166085,1,0
