id,attack_subtype,attack_category,label,coercion_intensity,urgency_density,authority_score,isolation_markers,turn_rigidity,threat_count,personal_info_used,payment_urgency,request_coherence,victim_age,victim_tech_savvy
coerce_0027,A3_investment,A3,1,0.7845292453450873,1.6931816379830573,0.3359862319175182,1,0.6780512639227954,2,2,1,0.6890593469788187,44,low
coerce_0028,A1_digital_arrest,A1,1,0.9332938279649593,3.0747707627068035,0.793888582580835,4,0.8306332226666568,3,4,1,0.9501378912652302,37,medium
coerce_0029,A1_digital_arrest,A1,1,0.9668699053721372,2.4536482962250297,0.7943245910663437,2,0.7910456473247801,3,2,1,0.8588286679226855,66,low
coerce_0030,A1_trai_scam,A1,1,0.8545244890813937,2.268468499041672,1.0,1,0.7458702659776473,2,3,1,0.7268278999081499,64,medium
coerce_0031,A2_bec,A2,1,0.815780250179517,2.16175608626647,0.6416732929805112,2,0.6938341423972881,1,0,1,0.9418667039727546,62,medium
coerce_0032,A2_insurance,A2,1,0.7235280286316963,1.3369417665497236,0.6424589956597955,2,0.6413181901843603,1,2,1,0.7856288709362984,35,high
coerce_0033,A3_romance,A3,1,0.7918456764160656,2.071520150772122,0.30627466969397266,4,0.6352700417284788,0,0,1,0.6864348822202796,38,low
coerce_0034,A3_investment,A3,1,0.7677361077028946,1.733201272818523,0.5347812859573295,1,0.6746470814193584,0,1,1,0.7380913128012667,28,high
coerce_0035,A1_digital_arrest,A1,1,0.9616084944813128,2.633401834354295,0.9377230818036112,2,0.8905086327127931,5,3,1,0.9175878204199602,74,medium
coerce_0036,A1_digital_arrest,A1,1,0.9000042196545708,2.283532589937146,0.8753195409338647,2,0.9125633545305913,2,1,1,0.9286677451237622,35,high
coerce_0037,A1_trai_scam,A1,1,0.8118471395152616,1.8662765584049748,0.8952914362471093,2,0.7905099690058855,2,3,1,0.7127707006512904,66,high
coerce_0038,A2_bec,A2,1,0.8227210169107182,1.4668707946756567,0.662278015404004,1,0.7220986719342497,2,1,1,0.9448255865967019,63,high
coerce_0039,A2_insurance,A2,1,0.7576281256051234,2.0414475918979473,0.4446673247254962,1,0.6905259894196126,1,2,1,0.864799699484355,25,low
coerce_0040,A3_romance,A3,1,0.6121639108760708,1.2983986451142329,0.5381880171331348,3,0.6845531205479276,0,2,1,0.5969337827085576,39,low
coerce_0041,A3_investment,A3,1,0.7632771913822062,1.8900133784096875,0.5466124193590166,3,0.7492924642163978,2,0,1,0.7719543339464788,72,high
coerce_0042,A1_digital_arrest,A1,1,0.9719496579369149,3.0483964530391177,0.8762743237172234,4,0.8221030470679889,4,2,1,0.8410848188442568,60,medium
coerce_0043,A1_digital_arrest,A1,1,0.890467447124742,2.8513741280401956,0.9100695190985008,3,0.8728258463058721,3,1,1,0.771397987217338,60,low
coerce_0044,A1_trai_scam,A1,1,0.7913996403702592,2.044516047290118,0.9208982746621378,2,0.7520427828568502,3,3,1,0.801639104643813,72,high
coerce_0045,A2_bec,A2,1,0.766442986130171,1.8936028414653732,0.7924249628885357,1,0.7443504588889776,1,1,1,0.9652183364515129,60,high
coerce_0046,A2_insurance,A2,1,0.7706945142686347,2.0848629044953624,0.4849409378556206,0,0.7236362529117342,1,3,1,0.9237974524026754,28,medium
coerce_0047,A3_romance,A3,1,0.7423291992921701,1.0287169015434616,0.46510109519729687,3,0.6927388622395616,1,2,1,0.6117200446349348,55,low
coerce_0048,A3_investment,A3,1,0.736832736763031,1.4557413959278942,0.4877981974038113,3,0.7199929698764118,0,1,1,0.7437495484840211,45,low
coerce_0049,A1_digital_arrest,A1,1,0.9128205885593718,2.5533249948129035,0.9161844953464955,4,0.8837754076194128,3,3,1,0.9664480295218495,22,high
coerce_0050,A1_digital_arrest,A1,1,0.9420910033445031,2.666234950397228,1.0,3,0.7198591083173395,3,2,1,0.8271150284521587,53,medium
coerce_0051,A1_trai_scam,A1,1,0.9154775342430264,1.7193221376823227,0.6998682228715088,1,0.7159488825152459,1,2,1,0.8219818303008497,49,high
coerce_0052,A2_bec,A2,1,0.8138137089664277,1.3761702348322902,0.5151917250693885,0,0.7011289586544666,2,2,1,0.9850976813110635,66,medium
coerce_0053,A2_insurance,A2,1,0.7168812520455873,1.6414724296176046,0.7108106468300683,2,0.7091684549646027,1,1,1,0.8147663368565059,46,low
coerce_0054,A3_romance,A3,1,0.7098388048328478,1.4461585426252257,0.36850070622203424,2,0.6393664483233849,0,0,1,0.6414759521012037,22,high
coerce_0055,A3_investment,A3,1,0.715176383596262,1.0553443807671539,0.31331071041213565,2,0.652869422393793,2,2,1,0.7357557966808712,28,high
coerce_0056,A1_digital_arrest,A1,1,1.0,3.1983058396803075,0.8944689652219089,2,0.8460766211651949,3,3,1,0.9046063329217054,61,low
coerce_0057,A1_digital_arrest,A1,1,0.8702799823900632,2.055839046230495,0.7789492917013078,3,0.7856793324770229,2,3,1,0.9360384915582992,61,medium
coerce_0058,A1_trai_scam,A1,1,0.869641373412996,1.8878368182527399,0.8379757670770562,1,0.7067637669660988,3,2,1,0.7697499643595634,31,high
coerce_0059,A2_bec,A2,1,0.7465123794355155,1.6037150169937333,0.7342312352555933,0,0.7124302263625437,2,1,1,0.9680960926964421,35,high
coerce_0060,A2_insurance,A2,1,0.732860692456781,1.1569426549462807,0.7353777933257587,0,0.7445836977830951,0,1,1,0.8434431234898327,29,high
coerce_0061,A3_romance,A3,1,0.7975506280063149,1.8230941587161258,0.40555049081062233,3,0.656407623732683,0,0,1,0.5577169483616327,63,medium
coerce_0062,A3_investment,A3,1,0.7787068576023072,1.594172463437266,0.43333049552404757,3,0.6,0,1,1,0.7270662357530333,38,low
coerce_0063,A1_digital_arrest,A1,1,1.0,3.1317980109721892,0.8230327106926698,3,0.8639083380980382,4,4,1,0.8857818080979952,53,medium
coerce_0064,A1_digital_arrest,A1,1,0.9309585558487696,2.3982224548347952,0.9351081226187486,1,0.8002535624944908,3,2,1,0.8611539871312638,41,high
coerce_0065,A1_trai_scam,A1,1,0.8545760089086604,2.3742331285989393,0.7954573444485847,3,0.7731836967534319,1,3,1,0.8215150679478778,49,high
coerce_0066,A2_bec,A2,1,0.8332792618156715,2.125586101333773,0.7293225125789784,0,0.7381586231723478,0,1,1,0.9967773562732574,31,low
coerce_0067,A2_insurance,A2,1,0.7332196315940677,1.0027564014628008,0.5303951335818237,2,0.7545544891925563,1,1,1,0.8140259883357605,57,low
coerce_0068,A3_romance,A3,1,0.5517735581079174,1.0369513476202097,0.5936332009797922,3,0.6276171085580204,1,2,1,0.5219520823502778,58,high
coerce_0069,A3_investment,A3,1,0.784973873650787,1.4741698044536855,0.5632644897352065,2,0.6937858090494421,1,0,1,0.715581385888462,44,high
coerce_0070,A1_digital_arrest,A1,1,1.0,2.508955144104576,0.8289843475428352,4,0.8423462405321975,5,3,1,0.8778732144053908,45,low
coerce_0071,A1_digital_arrest,A1,1,0.9065742908402726,2.5774686469968087,0.9751774417335923,1,0.7855291809022332,2,1,1,0.8275717895985822,71,low
coerce_0072,A1_trai_scam,A1,1,0.7717120463909742,2.3912412707953368,0.7568982945905806,3,0.6842295878039811,2,1,1,0.715676592438295,26,high
coerce_0073,A2_bec,A2,1,0.8123832950554472,1.7462320123650736,0.6797297944841587,2,0.7136326051447975,1,0,1,0.8995731979028445,61,medium
coerce_0074,A2_insurance,A2,1,0.7831332985192742,1.7155113812968303,0.694522675420101,1,0.7814029321092426,1,2,1,0.8346458390832712,48,low
coerce_0075,A3_romance,A3,1,0.6483868664711081,0.8266584637196774,0.32889621494152654,3,0.6471727847339172,1,2,1,0.6025571029276081,42,low
coerce_0076,A3_investment,A3,1,0.8250092282009982,1.7218238016902843,0.48722813540623866,2,0.701937116833192,2,1,1,0.6775936370292476,38,medium
coerce_0077,A1_digital_arrest,A1,1,0.963101790603719,2.5300915640536736,0.9151874714269954,2,0.7918071005896884,5,3,1,0.9623974992529716,74,high
coerce_0078,A1_digital_arrest,A1,1,0.9181727168919537,1.7770234102600375,0.7574921871787733,2,0.7571146791429256,4,1,1,0.9498648265373997,28,high
coerce_0079,A1_trai_scam,A1,1,0.8081268297957404,2.2706345104929793,0.9288892918799697,2,0.7311050274984039,1,1,1,0.8910649425406555,73,high
coerce_0080,A2_bec,A2,1,0.7788043123790082,1.3044722555462198,0.5975144634523334,1,0.6991764634857836,2,2,1,0.9620829859910418,74,low
coerce_0081,A2_insurance,A2,1,0.7757705201450406,1.4267383337933048,0.7519557773552992,2,0.6748964985425232,0,3,1,0.8770565805402265,45,high
coerce_0082,A3_romance,A3,1,0.7224049681968101,0.8,0.4430427551942601,3,0.6594110444635306,0,2,1,0.6223161073771531,59,low
coerce_0083,A3_investment,A3,1,0.715868267486974,1.7141460409447198,0.5193315617341401,3,0.6554409279442842,0,1,1,0.7279673789215129,45,low
coerce_0084,A1_digital_arrest,A1,1,0.96344567238393,2.614100219761416,0.9376909034719944,4,0.8335344671113516,4,3,1,0.8479706973743784,57,medium
coerce_0085,A1_digital_arrest,A1,1,0.9805468497505947,3.264798385782101,0.8175784587640534,3,0.7225264783751926,3,2,1,0.8356888525079665,51,high
coerce_0086,A1_trai_scam,A1,1,0.7943305979039076,2.3738683427429432,0.8419605900228869,2,0.8079678692677955,3,2,1,0.808598016621853,74,high
coerce_0087,A2_bec,A2,1,0.7928998392796239,1.9845770300905685,0.5615462715594225,1,0.726575628119092,1,2,1,1.0,40,low
coerce_0088,A2_insurance,A2,1,0.833394380555976,1.2688777906653979,0.6969807333442234,1,0.6652381100854087,0,3,1,0.91062594184158,55,medium
coerce_0089,A3_romance,A3,1,0.6154018675415118,1.1947311520567663,0.327806152416599,3,0.6363063624534447,0,2,1,0.514717389199224,51,low
coerce_0090,A3_investment,A3,1,0.8041033417762763,1.343184391149096,0.3,1,0.6908947902109697,1,0,1,0.6841584894470879,37,low
coerce_0091,A1_digital_arrest,A1,1,0.9674675311280214,3.514780684805222,0.933615087897995,2,0.8655081256504805,4,4,1,0.9408387933600396,67,medium
coerce_0092,A1_digital_arrest,A1,1,0.9625862504282597,2.3436031244088147,0.815167402164483,2,0.8316320688471596,2,1,1,0.8270579753425349,27,low
coerce_0093,A1_trai_scam,A1,1,0.86570386119349,2.1262715499961296,0.8761642922511912,3,0.6899289083752381,3,1,1,0.7608791833019277,24,low
coerce_0094,A2_bec,A2,1,0.7518180777815598,1.5254531652462222,0.6839116276384936,2,0.7101975739523719,0,2,1,0.9471522729393235,27,high
coerce_0095,A2_insurance,A2,1,0.7012020591942547,1.3268275348235656,0.6946839167419379,0,0.691138555370768,0,2,1,0.8493176604102352,37,low
coerce_0096,A3_romance,A3,1,0.6482460942979679,1.1963746047635198,0.3831447988509475,2,0.6,0,1,1,0.5824523808891011,44,medium
coerce_0097,A3_investment,A3,1,0.7751910531538334,1.8384056572047909,0.31754097237024614,3,0.620134452403867,2,2,1,0.8230589433360165,61,low
coerce_0098,A1_digital_arrest,A1,1,0.9883658620230613,2.4579517242621307,0.8104371299783579,4,0.8523309732374178,5,3,1,0.8906164504535774,24,low
coerce_0099,A1_digital_arrest,A1,1,0.9079059542452554,2.7333302167254776,0.9145606625555576,3,0.7352051202243293,4,2,1,0.9000872698825754,26,medium
coerce_0100,A1_trai_scam,A1,1,0.7989688490243331,1.6420493780363117,0.8079227856805761,1,0.8519037808973726,3,2,1,0.7814141651707153,30,high
coerce_0101,A2_bec,A2,1,0.8005725645835328,1.710220588834423,0.6187945675416947,2,0.8019502260345315,2,2,1,1.0,60,high
coerce_0102,A2_insurance,A2,1,0.792750966214864,1.7918879228493707,0.6854036499363243,0,0.725414845714451,0,2,1,0.8818453141686105,38,high
coerce_0103,A3_romance,A3,1,0.6108194435142907,1.225086323223167,0.35550464329207,2,0.6,1,2,1,0.6864497670442852,65,low
coerce_0104,A3_investment,A3,1,0.7927606708427938,1.905187536285797,0.5009642544481461,3,0.6362611451815208,0,0,1,0.7530192964212209,31,low
coerce_0105,A1_digital_arrest,A1,1,0.9474401444091701,2.7760811308429574,1.0,4,0.8857685331405364,4,2,1,0.9124393654900542,26,high
coerce_0106,A1_digital_arrest,A1,1,0.8898543007602226,2.175271840783514,0.8379158497914456,3,0.7499873784430742,2,1,1,0.8695632329966617,37,high
coerce_0107,A1_trai_scam,A1,1,0.8438657681252436,2.498710415769977,0.8847378991117058,3,0.8210334737154096,3,1,1,0.7577477336015425,31,medium
coerce_0108,A2_bec,A2,1,0.817230245237518,1.913784010309549,0.8029864889284052,2,0.7147108537387531,1,2,1,0.934044670149455,74,high
coerce_0109,A2_insurance,A2,1,0.7398958377305298,1.4266317675767033,0.6702307851975919,1,0.6798416903435756,1,1,1,0.865572641715172,56,medium
coerce_0110,A3_romance,A3,1,0.7122052194489176,1.2819612068556367,0.30884567991267403,2,0.7075110775966585,0,2,1,0.6159094743837289,67,low
coerce_0111,A3_investment,A3,1,0.6741672775514734,0.9414464540272466,0.5023287957261335,1,0.681236691121308,1,1,1,0.8107094914464251,56,high
coerce_0112,A1_digital_arrest,A1,1,0.9697966937215411,3.2684314605410716,0.8097775388086629,4,0.8198843233108551,5,4,1,0.8836868997488481,64,low
coerce_0113,A1_digital_arrest,A1,1,0.991869333774376,2.399218232487956,1.0,1,0.801423059079385,4,3,1,0.8453350675173253,55,medium
coerce_0114,A1_trai_scam,A1,1,0.8682737236321417,3.1536561038102606,0.8681028459875831,2,0.8187599148110344,2,2,1,0.7755124908549396,71,low
coerce_0115,A2_bec,A2,1,0.8015542793885577,1.8835727743535418,0.7011188177492234,0,0.7334633250642174,0,2,1,0.8531516533647292,23,high
coerce_0116,A2_insurance,A2,1,0.700899029008485,1.1673102593321767,0.6453271004913054,1,0.6722597534171088,1,2,1,0.7828912416814546,32,medium
coerce_0117,A3_romance,A3,1,0.67075629325335,1.1860238188981982,0.4223091427717791,3,0.6096842820150582,0,2,1,0.6031501184167349,57,medium
coerce_0118,A3_investment,A3,1,0.6820704279801485,1.4963042121212067,0.4823226145770917,1,0.6788807017387913,2,2,1,0.797382480492415,69,medium
coerce_0119,A1_digital_arrest,A1,1,0.8914014203549602,2.4720028426337852,0.9231133333734965,4,0.8997978951458578,3,3,1,0.7749150077920173,65,high
coerce_0120,A1_digital_arrest,A1,1,0.8583481638601994,2.3326813337514354,0.8173289098196219,1,0.7875301467671022,2,1,1,0.8161991347159315,67,medium
coerce_0121,A1_trai_scam,A1,1,0.8739437769260231,1.7393073790221645,0.8311753364256003,3,0.7841021273490507,1,3,1,0.8794138053574632,53,high
coerce_0122,A2_bec,A2,1,0.903014908526204,1.7323705652315702,0.5978386844023817,1,0.6769501919872493,0,1,1,0.9698516650007745,31,low
coerce_0123,A2_insurance,A2,1,0.718891614987287,1.8962215435139202,0.7426006206416907,1,0.7574520702625316,0,2,1,0.9181714356042849,39,low
coerce_0124,A3_romance,A3,1,0.6841046725685769,0.9398984231029721,0.4095380688901914,2,0.6433536863220107,1,0,1,0.5915140101789811,48,medium
coerce_0125,A3_investment,A3,1,0.7683865335037883,1.52271398638705,0.5004813344348857,2,0.6979329626389265,0,1,1,0.8323696998801665,29,low
coerce_0126,A1_digital_arrest,A1,1,0.97947734430178,2.45474064724433,0.8929698606067504,4,0.8846387455366861,3,2,1,0.9443196979783977,70,high
coerce_0127,A1_digital_arrest,A1,1,0.960015312912966,2.5868077470871333,0.8215441347543172,2,0.813433650277321,4,3,1,0.8691442868192525,65,high
coerce_0128,A1_trai_scam,A1,1,0.763826829629729,2.3355305802822954,0.8382023469813437,3,0.7515159183248424,2,3,1,0.7757984934213662,40,medium
coerce_0129,A2_bec,A2,1,0.7999040073411827,1.9224108530643802,0.8293499518798886,1,0.7252410846477367,1,1,1,0.9445136274152854,61,low
coerce_0130,A2_insurance,A2,1,0.6817629173899218,1.5232503785977531,0.5906246324802051,1,0.7013844749674102,0,2,1,0.8446909034688712,30,medium
coerce_0131,A3_romance,A3,1,0.7308407099844889,0.9000863313991856,0.31667298939029825,3,0.6941871686161012,0,1,1,0.5291578953701562,25,medium
coerce_0132,A3_investment,A3,1,0.8031684903016344,1.040785422822988,0.5183585372370885,1,0.6949754580682506,2,1,1,0.6797865450954625,24,low
coerce_0133,A1_digital_arrest,A1,1,0.9348690120264777,2.6551629523826064,0.9696444487535781,4,0.9091709804269692,5,3,1,0.9657403935752953,42,medium
coerce_0134,A1_digital_arrest,A1,1,0.9176360081513172,2.730046861535273,0.8596942359439569,3,0.8329501252750473,4,1,1,0.8135356531813169,56,high
coerce_0135,A1_trai_scam,A1,1,0.8816955188866871,2.200897987359987,0.827216798149467,2,0.8068031696880876,1,2,1,0.8378124081814904,38,low
coerce_0136,A2_bec,A2,1,0.7382593456544261,2.2326914373558733,0.6599404204994467,2,0.6781982516165479,2,2,1,0.9526086659328766,57,high
coerce_0137,A2_insurance,A2,1,0.7331584016179704,1.7859105896447438,0.6771900288954164,0,0.7126419148257714,1,1,1,0.8808067334001118,50,high
coerce_0138,A3_romance,A3,1,0.6817780873867769,0.8,0.40288479414382367,2,0.6918212909915873,0,2,1,0.6101387524126184,73,medium
coerce_0139,A3_investment,A3,1,0.8042580556272869,1.341624708802706,0.4998885878845321,3,0.7194454526784307,1,1,1,0.7902839319621251,66,high
coerce_0140,A1_digital_arrest,A1,1,0.9022604091434588,3.09216823846522,0.9558853076297205,3,0.8195070616788939,4,4,1,0.8731168711548489,34,high
coerce_0141,A1_digital_arrest,A1,1,0.8522187416299302,2.631253674585961,0.7506595576897286,3,0.7918372566224461,2,3,1,0.9722565072529459,55,medium
coerce_0142,A1_trai_scam,A1,1,0.9236007283245067,2.2449527241961844,0.8328937534412771,1,0.7977890727278093,1,2,1,0.872702509072873,43,medium
coerce_0143,A2_bec,A2,1,0.8566117286089624,1.6066898639360931,0.695179852287897,2,0.6771214979083912,1,2,1,1.0,34,low
coerce_0144,A2_insurance,A2,1,0.7401557150648045,1.265614911079622,0.6316565877158153,1,0.6634848805312469,1,3,1,0.9159506598870698,30,medium
coerce_0145,A3_romance,A3,1,0.6706707457464549,1.6305900469936319,0.4195001984321319,3,0.643950094130145,0,2,1,0.603095824183998,47,high
coerce_0146,A3_investment,A3,1,0.7595833418586666,1.080567102060345,0.37650998379823347,2,0.6689319963965715,0,1,1,0.7504252813361577,51,low
coerce_0147,A1_digital_arrest,A1,1,0.9590181971513199,2.6031835190077097,0.998103436451916,4,0.9131674201192652,5,4,1,0.9486831755672045,38,low
coerce_0148,A1_digital_arrest,A1,1,0.9565049658202257,2.684229753133787,0.8978677637659906,2,0.7561064930181183,4,1,1,0.7822093014436723,63,high
coerce_0149,A1_trai_scam,A1,1,0.9151782533904044,2.4520660488082595,0.918991863174869,3,0.7691330246525083,1,2,1,0.7879781401464829,36,low
coerce_0150,A2_bec,A2,1,0.8039494358170005,2.1401041436270107,0.6710983659997243,0,0.6804549140226157,1,1,1,0.9501554275092818,24,low
coerce_0151,A2_insurance,A2,1,0.7382085318912573,1.5447472760454335,0.6283875896530323,1,0.7708536496907072,0,1,1,0.8378051944911331,25,high
coerce_0152,A3_romance,A3,1,0.6552896324010261,1.1210779726630942,0.34513178590586857,2,0.6434024889841513,0,1,1,0.6030852317025184,61,low
coerce_0153,A3_investment,A3,1,0.775560177614375,1.5011388754864377,0.6375036002439888,3,0.6,1,0,1,0.7228414584471943,56,high
coerce_0154,A1_digital_arrest,A1,1,0.9845052212382006,2.941926159408242,0.8692603269695544,2,0.8912078161261092,3,2,1,0.9481328786243421,43,high
coerce_0155,A1_digital_arrest,A1,1,0.8719258486608559,2.7093450517000015,0.8588490498062942,1,0.8000535938701795,4,3,1,0.7274563935729956,46,low
coerce_0156,A1_trai_scam,A1,1,0.7906464786812815,2.0910218057293584,0.7796313464187177,1,0.740593678707567,3,3,1,0.9228712046037947,51,medium
coerce_0157,A2_bec,A2,1,0.7794125291157675,1.6909250129079603,0.6080636802249364,2,0.6436747834709893,1,0,1,0.9001074008377987,35,high
coerce_0158,A2_insurance,A2,1,0.6699897075478262,1.3714076625069227,0.6618901676242265,2,0.7166988783496805,0,1,1,0.8927342865067781,38,medium
coerce_0159,A3_romance,A3,1,0.7316428957303652,1.196808397014542,0.3,4,0.6373520918167525,1,1,1,0.63064826902373,66,high
coerce_0160,A3_investment,A3,1,0.8565889445300526,1.8022532312959676,0.47946767068801976,2,0.7573517394075275,0,1,1,0.6886000059588752,53,low
coerce_0161,A1_digital_arrest,A1,1,1.0,2.4825156847487087,0.7941967093366658,4,0.8305522347720381,4,2,1,0.8948801646694452,56,high
coerce_0162,A1_digital_arrest,A1,1,0.8662893769137746,2.2862988806761875,0.7796392297072846,2,0.8119004428474222,3,3,1,0.8255461265940538,54,high
coerce_0163,A1_trai_scam,A1,1,0.8143223009314823,1.4044874995242398,0.6897592578521707,3,0.7075752528007843,2,2,1,0.740232051285095,32,high
coerce_0164,A2_bec,A2,1,0.7977781916147824,2.187169128696352,0.73287860615207,0,0.6839641201878169,2,0,1,0.9864357117037172,43,medium
coerce_0165,A2_insurance,A2,1,0.7779770185308084,1.76985632757245,0.6060357903095934,2,0.6550892627091601,0,2,1,0.8543252770960731,64,medium
coerce_0166,A3_romance,A3,1,0.6603737084771042,1.2079756023978296,0.44564296289107885,2,0.7120752048048996,0,2,1,0.5499354283621728,67,medium
coerce_0167,A3_investment,A3,1,0.7534511747722142,1.8134618437363281,0.5054389300840871,2,0.6635140248617214,2,2,1,0.7414217744891826,62,low
coerce_0168,A1_digital_arrest,A1,1,0.9983649617921386,3.255037797141774,0.8362471208562648,2,0.8209843391196809,4,3,1,0.9387247351932686,38,low
coerce_0169,A1_digital_arrest,A1,1,0.9869824020965506,2.3553302563891236,0.9299469065979591,2,0.8038965365183113,4,1,1,0.8276421171335027,62,high
coerce_0170,A1_trai_scam,A1,1,0.8442250560350533,1.949182865546264,0.8529665227665403,1,0.8037421877962228,2,3,1,0.8724672400618152,24,high
coerce_0171,A2_bec,A2,1,0.8186526159217089,1.6129197932225363,0.7018684252891644,1,0.6960100220352454,2,2,1,0.9681849075171481,26,low
coerce_0172,A2_insurance,A2,1,0.8096809285928188,0.9488153770613766,0.48887179241077683,0,0.7024187379246947,0,2,1,0.7836801948340726,63,high
coerce_0173,A3_romance,A3,1,0.8001754705200671,1.4472598859387589,0.413576523611425,4,0.6324378435958025,0,2,1,0.5,33,medium
coerce_0174,A3_investment,A3,1,0.8222741554240928,1.0273142018488155,0.4470866486154547,3,0.6413859522076495,0,2,1,0.6457798922505763,68,medium
coerce_0175,A1_digital_arrest,A1,1,0.9876927534966841,2.724669223588926,0.7015433192012367,4,0.8101432549599044,5,3,1,0.7611002859635714,28,medium
coerce_0176,A1_digital_arrest,A1,1,0.8409999610766371,2.741371090475451,0.795990883828523,1,0.8226184167667637,2,3,1,0.8398529028162315,68,high
coerce_0177,A1_trai_scam,A1,1,0.7757472260436282,2.5571240689881236,0.7391592921542909,2,0.7575698334364902,1,2,1,0.7218557827330075,29,low
coerce_0178,A2_bec,A2,1,0.8483733136462506,1.8878801470491875,0.572888194865702,1,0.7496811561191796,0,1,1,0.8962616993091143,40,medium
coerce_0179,A2_insurance,A2,1,0.7635047717098643,1.7235914746380263,0.798759584609865,2,0.7187421111402481,0,2,1,0.9855372763609163,68,medium
coerce_0180,A3_romance,A3,1,0.6601058618190752,1.3283389194741397,0.43511928235111164,2,0.6087041192178061,0,1,1,0.6163421735194011,72,low
coerce_0181,A3_investment,A3,1,0.82579651511398,1.4672564545315996,0.4797694842945735,3,0.7024909148765798,2,2,1,0.7676313601958586,22,high
