transaction_id,amount,merchant_category,payment_method,hour,day_of_week,is_weekend,bank,transaction_date,is_agent_transaction,mandate_freshness_hours,scope_match_score,agent_drift_score,prior_txn_count_24h,avg_txn_amount_30d,new_recipient,device_fingerprint_match,geo_anomaly,label,attack_category,fraud_type
TXN00000879,232.67,fuel,UPI,12,2,0,Kotak,2025-12-02 12:49:00,1,57.8,0.97,0.079,3,242.23,0,1,0,0,benign,none
TXN00000623,80.21,grocery,UPI,17,1,0,HDFC,2025-09-25 17:17:00,0,5.0,0.867,0.066,2,343.34,0,1,0,0,benign,none
TXN00003529,199.96,pharmacy,UPI,10,2,0,Paytm Payments Bank,2025-09-12 10:13:00,0,11.2,0.98,0.05,0,91.26,0,1,0,0,benign,none
TXN00001684,77.39,restaurant,UPI,18,2,0,ICICI,2025-07-16 18:28:00,0,9.1,0.952,0.117,2,145.83,0,1,0,0,benign,none
TXN00000789,186.44,entertainment,credit_card,21,1,0,Paytm Payments Bank,2025-12-05 21:48:00,0,30.2,0.868,0.017,1,1092.36,0,0,0,0,benign,none
TXN00004382,575.17,grocery,UPI,9,2,0,ICICI,2025-01-30 09:57:00,0,13.8,0.88,0.029,6,147.23,0,1,0,0,benign,none
TXN00000763,770.03,clothing,net_banking,13,1,0,BOI,2025-05-01 13:39:00,0,47.5,0.942,0.108,6,20.38,1,1,0,0,benign,none
TXN00003050,1469.31,grocery,wallet,17,2,0,Union Bank,2025-10-24 17:03:00,0,16.0,0.861,0.093,0,369.39,0,1,0,0,benign,none
TXN00003589,91.41,travel,debit_card,17,5,1,PNB,2025-09-15 17:44:00,0,35.0,0.908,0.017,5,54.8,0,1,0,0,benign,none
TXN00004668,6871.63,healthcare,UPI,20,6,1,PNB,2025-02-16 20:31:00,0,32.8,0.917,0.106,4,60.44,0,1,0,0,benign,none
TXN00002706,502.98,clothing,debit_card,8,1,0,BOI,2025-10-28 08:06:00,0,16.9,0.927,0.081,6,113.45,0,1,0,0,benign,none
TXN00000330,3715.29,entertainment,credit_card,15,2,0,Union Bank,2025-05-25 15:07:00,0,55.8,0.888,0.015,3,150.85,0,1,0,0,benign,none
TXN00000647,10.86,grocery,UPI,11,3,0,SBI,2025-02-21 11:25:00,0,6.3,0.988,0.086,1,220.95,0,1,0,0,benign,none
TXN00004483,369.78,grocery,UPI,8,1,0,BOI,2025-12-16 08:04:00,0,21.9,0.941,0.07,5,25.79,0,1,0,0,benign,none
TXN00000315,143.48,grocery,UPI,19,0,0,ICICI,2025-05-07 19:19:00,1,43.1,0.941,0.08,0,93.86,0,1,0,0,benign,none
TXN00001372,507.12,utilities,debit_card,8,2,0,BOI,2025-11-03 08:21:00,0,46.1,0.862,0.032,6,241.26,0,1,0,0,benign,none
TXN00004216,2158.43,utilities,credit_card,14,4,0,Union Bank,2025-02-19 14:24:00,0,52.8,0.889,0.038,1,166.02,0,1,0,0,benign,none
TXN00000321,173.61,grocery,UPI,19,5,1,Union Bank,2025-03-22 19:36:00,0,67.1,0.93,0.064,0,7.95,0,1,0,0,benign,none
TXN00000970,147.08,restaurant,debit_card,7,3,0,HDFC,2025-08-04 07:39:00,0,1.0,0.939,0.066,0,120.95,0,0,0,0,benign,none
TXN00000567,75.55,clothing,debit_card,18,1,0,Axis,2025-08-12 18:04:00,0,4.6,0.933,0.046,6,425.26,0,1,0,0,benign,none
TXN00000668,95.5,utilities,UPI,13,3,0,Axis,2025-11-13 13:59:00,0,14.0,0.978,0.09,3,113.39,0,1,0,0,benign,none
TXN00000932,1993.31,travel,UPI,9,0,0,SBI,2025-04-21 09:58:00,0,43.0,0.933,0.076,1,547.77,1,1,0,0,benign,none
TXN00000076,113.4,entertainment,UPI,11,6,1,SBI,2025-05-03 11:45:00,0,52.3,0.918,0.072,7,173.54,0,1,0,0,benign,none
TXN00003454,3399.01,grocery,UPI,14,1,0,Kotak,2025-12-23 14:29:00,1,56.9,0.885,0.101,1,71.28,0,1,0,0,benign,none
TXN00004383,70.41,electronics,UPI,15,1,0,Airtel Payments Bank,2025-10-20 15:30:00,1,60.2,0.984,0.003,0,32.41,1,1,0,0,benign,none
TXN00001156,245.28,restaurant,debit_card,16,0,0,Union Bank,2025-07-29 16:50:00,0,22.2,0.997,0.056,1,234.58,0,1,0,0,benign,none
TXN00003095,31.79,fuel,UPI,20,3,0,BOI,2025-02-25 20:05:00,0,33.5,0.934,0.116,6,205.5,0,1,0,0,benign,none
TXN00002880,424.13,grocery,credit_card,20,5,1,Airtel Payments Bank,2025-04-22 20:57:00,0,71.3,0.997,0.069,6,41.27,0,1,0,0,benign,none
TXN00004022,21.29,fuel,UPI,16,3,0,Airtel Payments Bank,2025-02-10 16:40:00,0,70.6,0.924,0.111,4,419.24,0,0,0,0,benign,none
TXN00004198,10.0,online_retail,debit_card,7,2,0,BOI,2025-07-01 07:39:00,0,24.6,0.888,0.109,2,81.98,1,1,0,0,benign,none
TXN00000940,358.13,travel,credit_card,12,1,0,Paytm Payments Bank,2025-08-22 12:04:00,0,70.5,0.937,0.056,0,155.95,0,1,0,0,benign,none
TXN00000093,211.98,electronics,debit_card,12,5,1,Airtel Payments Bank,2025-08-28 12:09:00,0,22.0,0.953,0.115,0,392.25,0,1,1,0,benign,none
TXN00000286,393.35,electronics,UPI,8,5,1,BOI,2025-08-18 08:42:00,0,66.9,0.977,0.058,5,516.0,0,1,0,0,benign,none
TXN00001295,1120.88,fuel,UPI,12,5,1,ICICI,2025-10-03 12:03:00,1,52.1,0.922,0.027,2,136.04,0,1,0,0,benign,none
TXN00002088,78.82,utilities,UPI,15,5,1,Kotak,2025-08-24 15:41:00,0,18.8,0.948,0.068,6,26.2,0,1,0,0,benign,none
TXN00000248,45666.53,entertainment,credit_card,10,3,0,Airtel Payments Bank,2025-06-26 10:10:00,0,71.8,0.973,0.038,1,321.23,0,1,0,0,benign,none
TXN00001922,10.0,clothing,debit_card,9,4,0,HDFC,2025-09-17 09:52:00,1,26.0,0.982,0.08,0,301.56,0,1,0,0,benign,none
TXN00003535,22.1,restaurant,debit_card,8,5,1,PNB,2025-08-23 08:15:00,0,70.8,0.853,0.109,4,441.85,0,1,0,0,benign,none
TXN00001791,241.24,fuel,credit_card,16,3,0,Airtel Payments Bank,2025-01-03 16:05:00,0,37.4,0.9,0.022,2,821.0,0,1,0,0,benign,none
TXN00000765,10.0,education,debit_card,10,4,0,Axis,2025-08-10 10:14:00,1,53.1,1.0,0.032,7,113.38,0,1,0,0,benign,none
TXN00001603,18.93,restaurant,debit_card,12,5,1,HDFC,2025-01-14 12:25:00,0,64.5,0.9,0.021,7,53.82,0,1,0,0,benign,none
TXN00000047,365.94,pharmacy,UPI,7,3,0,Paytm Payments Bank,2025-03-16 07:24:00,0,0.2,0.995,0.041,6,785.28,0,1,0,0,benign,none
TXN00000761,767.91,restaurant,UPI,19,0,0,Paytm Payments Bank,2025-08-19 19:13:00,0,24.2,0.852,0.022,5,37.55,0,1,0,0,benign,none
TXN00004125,208.75,pharmacy,UPI,13,4,0,ICICI,2025-12-11 13:06:00,0,10.0,0.951,0.08,6,284.4,0,1,0,0,benign,none
TXN00002933,1638.43,grocery,UPI,21,1,0,SBI,2025-12-27 21:40:00,0,58.5,0.903,0.097,6,12389.82,0,1,0,0,benign,none
TXN00004352,287.17,grocery,debit_card,6,6,1,SBI,2025-05-28 06:05:00,0,26.4,0.978,0.105,1,699.51,0,1,0,0,benign,none
TXN00001662,203.41,restaurant,UPI,5,4,0,ICICI,2025-03-17 05:41:00,0,19.6,0.984,0.081,6,144.72,0,0,0,0,benign,none
TXN00002132,123.91,healthcare,credit_card,15,2,0,SBI,2025-08-28 15:52:00,0,52.2,0.978,0.102,6,404.3,0,1,0,0,benign,none
TXN00002377,69.53,electronics,UPI,16,1,0,ICICI,2025-12-05 16:18:00,0,19.7,0.886,0.005,0,60.06,1,1,0,0,benign,none
TXN00001731,231.48,travel,debit_card,17,0,0,Axis,2025-08-05 17:34:00,0,55.6,0.903,0.089,6,87.97,0,1,0,0,benign,none
TXN00000637,32.98,restaurant,credit_card,9,2,0,Axis,2025-03-05 09:02:00,0,37.0,0.895,0.049,4,634.31,0,1,0,0,benign,none
TXN00002465,60.74,online_retail,UPI,8,1,0,Paytm Payments Bank,2025-11-02 08:08:00,0,23.0,0.896,0.008,2,169.88,0,1,0,0,benign,none
TXN00003790,103.71,entertainment,UPI,13,2,0,Paytm Payments Bank,2025-02-14 13:45:00,0,8.3,0.906,0.06,7,215.75,0,1,0,0,benign,none
TXN00000457,53.4,restaurant,debit_card,20,5,1,Paytm Payments Bank,2025-12-06 20:43:00,0,7.4,0.956,0.048,0,3631.52,0,1,0,0,benign,none
TXN00003942,54.16,restaurant,UPI,19,4,0,Axis,2025-12-24 19:30:00,0,6.2,0.925,0.06,0,119.81,0,1,0,0,benign,none
TXN00001142,10.0,restaurant,UPI,17,0,0,Axis,2025-05-27 17:18:00,0,11.3,0.853,0.04,1,404.4,0,1,0,0,benign,none
TXN00004528,68.89,travel,debit_card,12,3,0,PNB,2025-09-20 12:07:00,0,69.4,0.896,0.016,4,93.34,0,1,0,0,benign,none
TXN00001516,67.57,utilities,credit_card,17,0,0,SBI,2025-06-22 17:58:00,1,66.0,0.856,0.002,4,51.03,1,1,0,0,benign,none
TXN00002221,61.37,online_retail,debit_card,20,6,1,Kotak,2025-11-18 20:20:00,0,71.4,0.883,0.099,3,247.0,0,1,0,0,benign,none
TXN00000360,185.95,clothing,debit_card,0,1,0,Union Bank,2025-02-15 00:04:00,0,71.6,0.935,0.063,1,119.36,0,1,0,0,benign,none
TXN00000586,29.43,healthcare,credit_card,19,2,0,Airtel Payments Bank,2025-07-24 19:53:00,0,10.1,0.953,0.109,7,70.3,0,1,0,0,benign,none
TXN00003002,8425.6,travel,UPI,9,4,0,PNB,2025-08-06 09:44:00,0,53.1,0.886,0.101,1,153.34,0,1,0,0,benign,none
TXN00000563,61.68,electronics,debit_card,12,3,0,PNB,2025-02-09 12:35:00,0,43.5,0.941,0.072,4,338.57,0,1,0,0,benign,none
TXN00001501,79.5,online_retail,UPI,0,1,0,Union Bank,2025-04-07 00:24:00,0,11.6,0.89,0.044,6,300.73,0,1,0,0,benign,none
TXN00003355,10.0,grocery,net_banking,19,1,0,Airtel Payments Bank,2025-05-14 19:28:00,0,8.5,0.869,0.08,5,238.72,0,1,0,0,benign,none
TXN00002816,17.59,entertainment,UPI,9,3,0,Union Bank,2025-02-07 09:30:00,0,6.7,0.871,0.107,5,11.87,1,1,0,0,benign,none
TXN00002840,180.88,clothing,credit_card,10,4,0,Union Bank,2025-03-11 10:33:00,0,20.8,0.943,0.052,7,15.61,0,1,1,0,benign,none
TXN00001817,1311.27,restaurant,credit_card,6,6,1,ICICI,2025-11-26 06:22:00,1,42.1,0.999,0.015,0,36.77,0,1,0,0,benign,none
TXN00003018,483.74,pharmacy,debit_card,10,4,0,Kotak,2025-02-21 10:23:00,0,9.7,0.927,0.027,4,47.86,0,1,0,0,benign,none
TXN00001430,150.25,grocery,wallet,9,6,1,PNB,2025-05-19 09:50:00,0,68.6,0.979,0.043,4,1042.39,0,1,0,0,benign,none
TXN00001111,150.05,healthcare,credit_card,19,3,0,BOI,2025-05-24 19:26:00,0,63.4,0.99,0.017,2,58.23,0,1,0,0,benign,none
TXN00004477,96.55,education,net_banking,18,6,1,Axis,2025-07-04 18:51:00,0,36.9,0.858,0.09,2,259.64,0,1,0,0,benign,none
TXN00001918,138.23,clothing,credit_card,21,1,0,Airtel Payments Bank,2025-10-27 21:46:00,1,62.6,0.954,0.02,5,108.4,0,1,0,0,benign,none
TXN00004394,30.22,pharmacy,UPI,21,0,0,Airtel Payments Bank,2025-07-05 21:01:00,0,49.5,0.857,0.003,1,27.67,0,1,0,0,benign,none
TXN00004055,481.22,entertainment,UPI,13,1,0,SBI,2025-02-13 13:48:00,0,8.3,0.924,0.08,6,2150.64,0,0,0,0,benign,none
TXN00004775,886.26,travel,credit_card,16,5,1,Axis,2025-09-04 16:00:00,0,51.1,0.987,0.022,3,468.91,0,1,0,0,benign,none
TXN00002254,1573.12,travel,net_banking,8,3,0,Union Bank,2025-01-17 08:41:00,0,23.5,0.935,0.018,7,28.58,0,1,0,0,benign,none
TXN00003555,155.26,grocery,credit_card,18,2,0,Paytm Payments Bank,2025-02-07 18:41:00,1,16.0,0.994,0.117,7,1023.24,0,0,0,0,benign,none
TXN00001568,910.04,clothing,UPI,13,1,0,Union Bank,2025-12-01 13:50:00,0,7.3,0.856,0.087,2,21.65,0,1,0,0,benign,none
TXN00000708,164.22,restaurant,credit_card,19,6,1,Union Bank,2025-10-19 19:30:00,1,25.9,0.964,0.094,3,65.94,0,1,0,0,benign,none
TXN00002246,14.18,restaurant,UPI,19,6,1,Axis,2025-09-10 19:00:00,0,24.1,0.881,0.11,6,130.28,0,1,0,0,benign,none
TXN00002455,287.51,restaurant,UPI,20,2,0,Paytm Payments Bank,2025-01-31 20:33:00,0,58.8,0.916,0.075,0,148.72,1,1,0,0,benign,none
TXN00003130,814.97,online_retail,UPI,7,6,1,HDFC,2025-03-13 07:47:00,0,27.0,0.977,0.092,2,78.87,1,1,0,0,benign,none
TXN00001488,441.89,restaurant,UPI,1,4,0,Axis,2025-02-26 01:41:00,0,70.1,0.976,0.068,5,166.44,0,1,0,0,benign,none
TXN00001483,443.15,grocery,credit_card,18,2,0,ICICI,2025-07-04 18:51:00,0,51.5,0.997,0.002,3,2800.66,0,1,0,0,benign,none
TXN00003692,10.0,grocery,UPI,21,6,1,HDFC,2025-09-17 21:57:00,0,52.9,0.934,0.063,1,7.29,0,1,1,0,benign,none
TXN00003527,22.59,clothing,credit_card,12,2,0,Kotak,2025-08-11 12:14:00,0,16.9,0.855,0.028,7,43.65,1,1,0,0,benign,none
TXN00002952,143.99,entertainment,credit_card,12,2,0,HDFC,2025-08-26 12:45:00,1,67.7,0.875,0.083,6,212.94,0,1,0,0,benign,none
TXN00002576,56.35,grocery,credit_card,19,0,0,Kotak,2025-02-12 19:05:00,0,69.1,0.97,0.111,0,9.02,0,1,0,0,benign,none
TXN00000095,18.09,pharmacy,debit_card,11,6,1,BOI,2025-01-11 11:31:00,0,65.5,1.0,0.096,4,2.57,0,1,0,0,benign,none
TXN00004574,1603.73,healthcare,net_banking,11,6,1,Axis,2025-04-08 11:52:00,0,1.2,0.904,0.081,4,114.69,0,1,1,0,benign,none
TXN00004880,92.35,restaurant,UPI,17,3,0,Axis,2025-09-11 17:57:00,0,8.7,0.963,0.05,5,909.7,0,1,0,0,benign,none
TXN00002183,40.27,grocery,UPI,14,2,0,BOI,2025-09-07 14:36:00,0,37.8,0.905,0.09,7,180.41,0,1,0,0,benign,none
TXN00004502,23.25,grocery,UPI,18,5,1,Paytm Payments Bank,2025-08-24 18:59:00,0,71.6,0.908,0.07,6,98.92,0,1,0,0,benign,none
TXN00004113,655.12,utilities,credit_card,7,6,1,BOI,2025-06-01 07:23:00,0,21.6,0.973,0.119,0,8.96,0,1,0,0,benign,none
TXN00003412,308.88,entertainment,debit_card,21,4,0,Kotak,2025-10-05 21:18:00,0,7.7,0.971,0.103,2,203.11,1,1,0,0,benign,none
TXN00003686,27.58,restaurant,credit_card,19,3,0,PNB,2025-07-30 19:28:00,0,69.8,0.939,0.063,3,219.11,0,1,0,0,benign,none
TXN00001153,89.06,clothing,UPI,3,4,0,Airtel Payments Bank,2025-09-27 03:52:00,0,41.3,0.895,0.12,7,145.04,0,1,0,0,benign,none
TXN00004568,777.34,electronics,debit_card,8,6,1,Paytm Payments Bank,2025-04-19 08:08:00,0,56.1,0.896,0.09,4,357.1,0,1,0,0,benign,none
TXN00001671,13.78,clothing,UPI,17,6,1,Paytm Payments Bank,2025-05-23 17:35:00,0,59.7,0.937,0.092,6,191.92,0,1,0,0,benign,none
TXN00000119,159.04,grocery,debit_card,7,6,1,SBI,2025-10-23 07:52:00,0,66.7,0.974,0.074,0,172.2,0,1,0,0,benign,none
TXN00001718,728.75,travel,debit_card,20,0,0,Axis,2025-12-03 20:25:00,0,2.9,0.856,0.082,2,48.84,0,1,0,0,benign,none
TXN00001840,85.01,utilities,UPI,8,2,0,ICICI,2025-10-10 08:36:00,0,41.0,0.933,0.078,2,772.54,0,1,0,0,benign,none
TXN00000653,33.56,restaurant,debit_card,9,0,0,Kotak,2025-03-22 09:37:00,0,8.8,0.886,0.051,1,60.68,1,1,0,0,benign,none
TXN00002526,215.72,pharmacy,debit_card,11,2,0,SBI,2025-05-25 11:57:00,1,61.3,0.959,0.007,0,209.15,1,1,0,0,benign,none
TXN00004414,181.87,pharmacy,UPI,11,3,0,HDFC,2025-06-15 11:45:00,0,39.4,0.866,0.05,6,1044.05,0,1,0,0,benign,none
TXN00001263,109.41,restaurant,credit_card,8,4,0,HDFC,2025-07-10 08:30:00,0,60.0,0.979,0.114,0,87.15,0,1,0,0,benign,none
TXN00002795,825.58,utilities,debit_card,20,1,0,HDFC,2025-10-30 20:25:00,1,68.4,0.903,0.072,3,75.21,0,1,0,0,benign,none
TXN00001199,36.42,restaurant,debit_card,9,1,0,PNB,2025-03-28 09:59:00,0,21.9,0.892,0.059,6,143.33,0,1,0,0,benign,none
TXN00004087,11.14,grocery,wallet,9,0,0,Union Bank,2025-06-24 09:38:00,0,58.3,0.901,0.032,1,432.98,0,1,0,0,benign,none
TXN00001413,2367.73,online_retail,debit_card,12,3,0,Paytm Payments Bank,2025-09-28 12:34:00,0,46.9,0.97,0.075,4,180.44,0,1,0,0,benign,none
TXN00003772,521.47,grocery,debit_card,9,2,0,HDFC,2025-11-26 09:58:00,1,55.3,0.86,0.021,3,161.2,0,1,0,0,benign,none
TXN00000080,556.79,online_retail,UPI,8,0,0,Paytm Payments Bank,2025-06-18 08:43:00,0,52.7,0.912,0.029,3,22.21,0,1,0,0,benign,none
TXN00003755,100.07,online_retail,UPI,20,5,1,HDFC,2025-07-15 20:09:00,0,50.6,0.983,0.052,2,170.7,0,1,0,0,benign,none
TXN00001472,238.85,travel,debit_card,19,0,0,ICICI,2025-12-29 19:39:00,1,34.3,0.879,0.008,6,89.32,1,1,0,0,benign,none
TXN00001224,48.35,fuel,debit_card,16,6,1,HDFC,2025-05-18 16:07:00,0,16.4,0.859,0.043,4,1171.63,0,1,0,0,benign,none
TXN00002935,10.0,grocery,credit_card,15,0,0,PNB,2025-08-16 15:52:00,1,34.7,0.91,0.045,0,533.25,0,1,0,0,benign,none
TXN00003834,3216.27,utilities,UPI,11,4,0,HDFC,2025-11-07 11:42:00,0,36.1,0.894,0.009,6,55.24,0,1,0,0,benign,none
TXN00002992,220.02,restaurant,debit_card,18,2,0,BOI,2025-09-12 18:01:00,0,65.2,0.851,0.071,0,16.61,0,1,0,0,benign,none
TXN00002874,302.04,utilities,UPI,11,1,0,Airtel Payments Bank,2025-12-13 11:40:00,0,39.9,0.998,0.035,3,1972.91,0,1,0,0,benign,none
TXN00004231,869.89,grocery,UPI,11,4,0,Airtel Payments Bank,2025-03-06 11:03:00,0,3.7,0.987,0.043,4,52.79,0,1,0,0,benign,none
TXN00001954,360.52,grocery,UPI,12,3,0,HDFC,2025-02-21 12:13:00,0,70.6,0.894,0.008,1,1580.92,0,1,0,0,benign,none
TXN00001145,847.41,restaurant,UPI,6,1,0,Axis,2025-01-08 06:39:00,0,55.7,0.968,0.02,1,111.01,0,1,0,0,benign,none
TXN00000856,448.47,clothing,UPI,11,3,0,SBI,2025-05-08 11:38:00,0,16.1,0.981,0.01,6,78.57,0,1,0,0,benign,none
TXN00000088,581.34,travel,UPI,6,5,1,Union Bank,2025-03-30 06:15:00,0,19.3,0.896,0.102,1,910.67,0,1,0,0,benign,none
TXN00004122,40.45,entertainment,debit_card,9,4,0,SBI,2025-08-20 09:36:00,0,24.5,0.933,0.005,5,314.05,0,1,0,0,benign,none
TXN00003887,116.22,entertainment,debit_card,17,2,0,SBI,2025-10-22 17:32:00,0,42.7,0.98,0.1,7,110.91,0,1,0,0,benign,none
TXN00004385,123.37,electronics,UPI,14,3,0,BOI,2025-12-13 14:47:00,0,50.9,0.872,0.027,0,1181.43,0,0,0,0,benign,none
TXN00003346,388.36,fuel,debit_card,13,0,0,HDFC,2025-10-25 13:14:00,0,62.4,0.906,0.115,3,155.19,0,1,0,0,benign,none
TXN00003091,73.91,pharmacy,UPI,16,4,0,ICICI,2025-08-30 16:25:00,0,4.9,0.956,0.062,6,260.37,0,1,0,0,benign,none
TXN00000620,110.7,grocery,UPI,16,5,1,BOI,2025-05-02 16:18:00,0,36.3,0.95,0.109,2,1446.12,0,1,0,0,benign,none
TXN00000965,20.98,grocery,UPI,13,5,1,HDFC,2025-06-07 13:28:00,0,20.0,0.859,0.099,5,594.06,0,1,0,0,benign,none
TXN00001127,204.96,grocery,UPI,15,4,0,Kotak,2025-10-10 15:10:00,0,63.7,0.971,0.116,1,139.09,0,1,0,0,benign,none
TXN00000169,227.38,healthcare,debit_card,10,3,0,PNB,2025-03-30 10:39:00,0,49.5,0.911,0.046,3,949.93,0,1,0,0,benign,none
TXN00000747,619.76,grocery,net_banking,7,6,1,Paytm Payments Bank,2025-01-04 07:40:00,0,31.7,0.917,0.082,2,145.98,0,1,0,0,benign,none
TXN00001022,511.68,restaurant,UPI,16,5,1,PNB,2025-06-13 16:08:00,0,54.8,0.973,0.07,7,133.87,0,1,0,0,benign,none
TXN00003794,17.14,clothing,net_banking,10,3,0,PNB,2025-08-20 10:39:00,0,41.1,0.972,0.096,6,173.49,1,1,0,0,benign,none
TXN00000483,696.03,restaurant,UPI,14,1,0,BOI,2025-02-23 14:21:00,1,33.1,0.941,0.046,1,652.04,0,1,0,0,benign,none
TXN00004246,360.55,entertainment,debit_card,19,1,0,Kotak,2025-03-30 19:34:00,0,8.8,0.867,0.058,5,934.56,0,1,0,0,benign,none
TXN00001020,451.14,grocery,wallet,8,6,1,PNB,2025-04-25 08:44:00,0,61.9,0.953,0.039,0,185.46,0,1,0,0,benign,none
TXN00000711,865.23,restaurant,debit_card,10,3,0,PNB,2025-06-02 10:27:00,0,54.5,0.937,0.011,5,167.34,0,1,0,0,benign,none
TXN00000554,209.19,grocery,net_banking,20,4,0,Axis,2025-01-16 20:07:00,0,24.1,0.98,0.057,4,44.31,0,0,0,0,benign,none
TXN00004123,465.02,pharmacy,debit_card,11,6,1,Kotak,2025-09-28 11:04:00,0,45.6,0.873,0.06,1,845.04,0,1,0,0,benign,none
TXN00001726,45.02,grocery,net_banking,12,2,0,PNB,2025-04-25 12:53:00,0,2.1,0.982,0.076,1,89.18,0,1,0,0,benign,none
TXN00004058,706.08,pharmacy,credit_card,3,3,0,Kotak,2025-12-20 03:22:00,1,42.9,0.956,0.116,7,1054.12,0,1,0,0,benign,none
TXN00000092,114.21,pharmacy,UPI,20,3,0,HDFC,2025-05-28 20:30:00,0,4.3,0.997,0.049,4,225.99,0,1,0,0,benign,none
TXN00001670,208.35,utilities,UPI,10,0,0,HDFC,2025-06-29 10:24:00,0,47.0,0.942,0.073,3,45.22,0,1,0,0,benign,none
TXN00002142,31798.46,utilities,credit_card,2,5,1,BOI,2025-05-13 02:13:00,0,14.3,0.964,0.056,0,76.97,0,1,0,0,benign,none
TXN00001732,166.36,grocery,debit_card,12,3,0,SBI,2025-11-18 12:05:00,0,24.1,0.985,0.056,4,125.59,0,1,0,0,benign,none
TXN00003169,28.82,electronics,credit_card,18,2,0,HDFC,2025-01-12 18:42:00,0,38.3,0.924,0.078,2,211.67,0,1,0,0,benign,none
TXN00002651,10.0,grocery,credit_card,6,5,1,HDFC,2025-01-19 06:04:00,0,51.1,0.891,0.048,1,179.04,0,1,0,0,benign,none
TXN00000743,10.0,grocery,credit_card,16,6,1,SBI,2025-07-11 16:22:00,0,12.3,0.986,0.095,6,40.08,0,1,0,0,benign,none
TXN00000267,460.89,utilities,credit_card,12,4,0,Union Bank,2025-12-28 12:53:00,0,9.3,0.862,0.059,5,11.59,0,1,0,0,benign,none
TXN00001068,3298.51,grocery,debit_card,15,6,1,SBI,2025-02-16 15:18:00,0,44.4,0.886,0.005,5,1212.35,0,1,0,0,benign,none
TXN00004004,3208.69,fuel,UPI,21,4,0,ICICI,2025-08-01 21:41:00,0,46.2,0.874,0.007,5,169.37,0,1,0,0,benign,none
TXN00004319,56545.82,clothing,UPI,14,0,0,Union Bank,2025-06-08 14:51:00,0,56.2,0.884,0.014,7,625.94,0,1,0,0,benign,none
TXN00000509,565.18,clothing,credit_card,12,5,1,BOI,2025-07-04 12:39:00,0,65.8,0.999,0.058,2,778.35,0,1,0,0,benign,none
TXN00004271,34.85,pharmacy,UPI,14,4,0,ICICI,2025-04-18 14:21:00,1,5.7,0.993,0.048,3,39.77,1,1,0,0,benign,none
TXN00004513,63.58,grocery,debit_card,16,6,1,BOI,2025-11-03 16:16:00,0,40.8,0.944,0.102,6,130.04,0,1,0,0,benign,none
TXN00003290,165.53,travel,debit_card,13,3,0,Paytm Payments Bank,2025-09-05 13:38:00,0,29.3,0.933,0.07,7,34.43,1,1,0,0,benign,none
TXN00004613,73.79,clothing,UPI,6,6,1,Union Bank,2025-10-02 06:31:00,1,11.8,0.976,0.072,3,540.47,0,1,0,0,benign,none
TXN00003601,18997.26,grocery,UPI,18,4,0,Axis,2025-08-24 18:30:00,1,1.4,0.965,0.02,0,3325.86,0,1,0,0,benign,none
