transaction_id,amount,merchant_category,payment_method,hour,day_of_week,is_weekend,bank,transaction_date,is_agent_transaction,mandate_freshness_hours,scope_match_score,agent_drift_score,prior_txn_count_24h,avg_txn_amount_30d,new_recipient,device_fingerprint_match,geo_anomaly,label,attack_category,fraud_type
TXN00004394,30.22,pharmacy,UPI,21,0,0,Airtel Payments Bank,2025-07-05 21:01:00,0,49.5,0.857,0.003,1,27.67,0,1,0,0,benign,none
B2_00000286,1065.82,unknown,UPI,7,5,1,HDFC,2025-05-11 07:07:00,1,24.1,0.13,0.934,2,374.59,1,1,0,1,B2,B2
D2_00000247,408.91,grocery,UPI,8,5,1,Paytm Payments Bank,2025-04-19 08:42:00,0,30.2,0.808,0.299,0,186.99,1,1,0,1,D2,D2
E1_00000311,528.96,pharmacy,credit_card,10,5,1,Airtel Payments Bank,2025-06-05 10:41:00,1,83.1,0.113,0.662,4,108.12,0,1,0,1,E1,E1
TXN00004055,481.22,entertainment,UPI,13,1,0,SBI,2025-02-13 13:48:00,0,8.3,0.924,0.08,6,2150.64,0,0,0,0,benign,none
B1_00000260,1716.6,unknown,UPI,11,1,0,PNB,2025-07-12 11:18:00,1,32.7,0.136,0.82,1,1468.58,1,1,0,1,B1,B1
C1_00000204,147.40139382475718,restaurant,debit_card,18,4,0,Union Bank,2025-06-01 18:46:00,0,2.3,0.857,0.081,1,357.0,1,1,0,1,C1,C1
A1_00000274,49998.31227096278,crypto,UPI,11,1,0,Kotak,2025-05-01 11:41:00,0,0.1,0.119,0.856,2,106.28,1,1,0,1,A1,A1
D1_00000331,225.17,grocery,UPI,19,3,0,BOI,2025-04-10 19:59:00,0,55.9,0.655,0.188,7,49.73,1,1,0,1,D1,D1
TXN00004775,886.26,travel,credit_card,16,5,1,Axis,2025-09-04 16:00:00,0,51.1,0.987,0.022,3,468.91,0,1,0,0,benign,none
A1_00000039,4998.175535773519,crypto,UPI,16,0,0,BOI,2025-04-12 14:01:00,0,0.9,0.25,0.68,1,106.08,1,1,1,1,A1,A1
D2_00000293,35.08,grocery,credit_card,16,2,0,PNB,2025-02-07 16:23:00,0,45.6,0.635,0.169,4,319.48,1,1,0,1,D2,D2
TXN00002254,1573.12,travel,net_banking,8,3,0,Union Bank,2025-01-17 08:41:00,0,23.5,0.935,0.018,7,28.58,0,1,0,0,benign,none
TXN00003555,155.26,grocery,credit_card,18,2,0,Paytm Payments Bank,2025-02-07 18:41:00,1,16.0,0.994,0.117,7,1023.24,0,0,0,0,benign,none
E1_00000156,499.72,education,UPI,17,5,1,Paytm Payments Bank,2025-05-05 17:00:00,1,150.4,0.31,0.644,7,499.7,0,1,0,1,E1,E1
