transaction_id,amount,merchant_category,payment_method,hour,day_of_week,is_weekend,bank,transaction_date,is_agent_transaction,mandate_freshness_hours,scope_match_score,agent_drift_score,prior_txn_count_24h,avg_txn_amount_30d,new_recipient,device_fingerprint_match,geo_anomaly,label,attack_category,fraud_type
D1_00000036,83.36,utilities,UPI,11,1,0,ICICI,2025-01-11 11:36:00,0,65.9,0.834,0.193,6,16.77,0,1,0,1,D1,D1
E1_00000028,173.02,pharmacy,UPI,21,6,1,BOI,2025-08-21 21:21:00,1,191.3,0.235,0.726,7,34.14,1,1,0,1,E1,E1
B3_00000096,24017.28,unknown,debit_card,12,6,1,Union Bank,2025-01-18 12:02:00,1,32.0,0.008,0.889,12,185.04,1,1,0,1,B3,B3
E1_00000031,2020.97,pharmacy,UPI,19,5,1,ICICI,2025-08-14 19:06:00,1,100.2,0.177,0.633,6,44.08,0,1,0,1,E1,E1
A3_00000066,500.4361790782416,crypto,UPI,16,0,0,Paytm Payments Bank,2025-08-21 20:58:00,1,0.8,0.129,0.601,3,62.58,1,1,1,1,A3,A3
D2_00000224,4784.09,education,UPI,10,4,0,Kotak,2025-05-15 10:29:00,0,45.3,0.637,0.262,0,271.62,0,1,0,1,D2,D2
D1_00000242,61.04,electronics,UPI,20,4,0,BOI,2025-06-10 20:54:00,1,37.9,0.783,0.238,5,554.44,1,1,0,1,D1,D1
A1_00000316,499.60640202532846,unknown,credit_card,14,0,0,Paytm Payments Bank,2025-01-01 17:49:00,0,0.9,0.133,0.786,5,200.42,1,1,1,1,A1,A1
A2_00000153,19998.258176273037,crypto,UPI,14,6,1,Union Bank,2025-11-17 06:15:00,0,0.0,0.212,0.689,3,48.87,1,1,0,1,A2,A2
C2_00000164,15449.13348660162,fuel,debit_card,16,1,0,SBI,2025-11-27 16:32:00,0,43.8,0.875,0.05,2,57.29,1,1,0,1,C2,C2
C1_00000340,147.40139382475718,clothing,net_banking,5,2,0,SBI,2025-11-10 05:33:00,0,23.5,0.914,0.089,0,245.84,1,0,0,1,C1,C1
A2_00000231,49998.62797535441,crypto,credit_card,20,6,1,Airtel Payments Bank,2025-10-18 15:46:00,0,0.7,0.159,0.613,4,878.24,1,1,1,1,A2,A2
A1_00000006,499.4942934806442,online_retail,UPI,16,2,0,Axis,2025-11-09 20:52:00,1,0.3,0.209,0.831,7,378.86,1,1,1,1,A1,A1
E2_00000244,14.83,fuel,net_banking,14,3,0,Airtel Payments Bank,2025-01-09 14:18:00,1,116.8,0.206,0.689,4,238.64,0,1,0,1,E2,E2
D2_00000286,179.06,fuel,UPI,10,5,1,HDFC,2025-12-04 10:55:00,0,36.8,0.623,0.236,3,300.05,0,1,0,1,D2,D2
C2_00000268,15449.13348660162,pharmacy,UPI,19,4,0,Kotak,2025-06-17 19:17:00,0,6.8,0.916,0.049,0,27.47,1,1,0,1,C2,C2
B3_00000321,8449.82,unknown,UPI,10,4,0,Union Bank,2025-12-29 10:23:00,1,64.0,0.052,0.899,17,77.55,1,1,0,1,B3,B3
A2_00000010,99999.04579573424,crypto,UPI,16,6,1,SBI,2025-05-28 12:49:00,1,0.8,0.233,0.862,6,450.21,1,1,0,1,A2,A2
A1_00000021,49998.01281776533,crypto,credit_card,10,5,1,PNB,2025-01-31 12:45:00,0,0.9,0.196,0.655,6,285.45,1,1,1,1,A1,A1
D2_00000167,138.43,fuel,UPI,12,2,0,Paytm Payments Bank,2025-11-04 12:49:00,0,21.3,0.717,0.184,0,43.69,0,1,0,1,D2,D2
A2_00000168,9999.488387624133,online_retail,credit_card,15,5,1,ICICI,2025-11-16 16:07:00,0,0.5,0.257,0.911,6,46.15,1,0,1,1,A2,A2
B1_00000288,2036.05,crypto,UPI,10,2,0,HDFC,2025-06-28 10:27:00,1,2.1,0.072,0.925,1,466.14,1,1,0,1,B1,B1
A2_00000146,19999.77114824104,online_retail,UPI,10,5,1,Airtel Payments Bank,2025-01-08 20:21:00,0,0.5,0.242,0.796,4,1082.42,1,1,1,1,A2,A2
B3_00000125,17241.72,unknown,UPI,18,2,0,Axis,2025-11-26 18:57:00,1,6.6,0.056,0.829,13,1686.63,1,1,0,1,B3,B3
B2_00000081,3065.52,crypto,UPI,8,2,0,Axis,2025-01-15 08:39:00,1,37.1,0.047,0.857,0,218.28,1,1,0,1,B2,B2
C2_00000288,15449.13348660162,grocery,UPI,15,0,0,HDFC,2025-09-03 15:27:00,0,8.3,0.999,0.011,0,50.96,1,1,0,1,C2,C2
B2_00000271,2327.81,unknown,net_banking,19,4,0,BOI,2025-06-13 19:21:00,1,46.4,0.013,0.83,2,89.0,1,1,0,1,B2,B2
D2_00000082,56.39,utilities,credit_card,17,4,0,Kotak,2025-08-08 17:23:00,0,39.0,0.672,0.159,0,7.76,1,1,0,1,D2,D2
D1_00000303,367.11,pharmacy,UPI,16,2,0,SBI,2025-09-17 16:01:00,0,29.9,0.66,0.161,5,18.35,1,1,0,1,D1,D1
A2_00000170,9998.339064947402,unknown,credit_card,15,6,1,Axis,2025-06-21 14:14:00,1,0.6,0.292,0.829,6,21.63,1,0,1,1,A2,A2
E1_00000261,2422.45,restaurant,UPI,18,1,0,HDFC,2025-11-24 18:08:00,1,86.6,0.1,0.481,1,226.44,0,1,0,1,E1,E1
D2_00000135,518.43,entertainment,debit_card,10,6,1,Paytm Payments Bank,2025-09-08 10:27:00,0,15.0,0.783,0.282,5,160.22,0,1,0,1,D2,D2
E2_00000072,429.72,pharmacy,debit_card,8,0,0,HDFC,2025-02-28 08:04:00,1,93.3,0.143,0.671,0,97.46,0,1,1,1,E2,E2
D2_00000052,8.48,electronics,UPI,19,5,1,ICICI,2025-10-23 19:25:00,0,57.7,0.725,0.321,3,172.49,1,1,0,1,D2,D2
D1_00000220,141.49,travel,debit_card,8,3,0,PNB,2025-07-13 08:03:00,0,30.9,0.709,0.294,6,10.76,1,1,0,1,D1,D1
E2_00000136,1985.13,fuel,debit_card,18,6,1,HDFC,2025-01-21 18:57:00,1,156.2,0.285,0.694,1,521.79,0,1,0,1,E2,E2
B2_00000061,3421.89,crypto,debit_card,8,4,0,PNB,2025-09-22 08:01:00,1,71.9,0.027,0.914,1,115.22,1,1,0,1,B2,B2
B2_00000055,963.53,crypto,debit_card,16,3,0,ICICI,2025-11-04 16:11:00,1,52.7,0.126,0.988,2,111.37,1,1,0,1,B2,B2
A3_00000148,998.5729977642004,unknown,UPI,9,1,0,HDFC,2025-04-30 13:51:00,0,0.8,0.294,0.862,6,143.63,1,1,1,1,A3,A3
A1_00000267,9999.943674833223,online_retail,net_banking,11,4,0,Kotak,2025-12-30 19:59:00,0,0.4,0.261,0.713,1,49.51,1,1,0,1,A1,A1
E1_00000129,35.08,entertainment,UPI,9,4,0,Kotak,2025-11-28 09:36:00,1,74.0,0.222,0.584,5,48.78,0,1,0,1,E1,E1
A1_00000253,99998.21965577213,unknown,wallet,14,5,1,Kotak,2025-02-01 18:49:00,0,0.8,0.156,0.761,7,2357.31,1,1,1,1,A1,A1
D1_00000080,48.25,travel,credit_card,13,0,0,Kotak,2025-08-19 13:24:00,0,1.0,0.832,0.247,4,18.26,0,1,0,1,D1,D1
D1_00000223,22.57,travel,debit_card,9,1,0,Axis,2025-08-31 09:29:00,0,10.4,0.761,0.277,5,17.01,0,1,0,1,D1,D1
A2_00000245,19999.11959355973,unknown,UPI,15,5,1,Paytm Payments Bank,2025-06-01 07:24:00,0,0.8,0.117,0.849,1,1243.54,1,1,1,1,A2,A2
C2_00000006,15449.13348660162,fuel,credit_card,21,4,0,Airtel Payments Bank,2025-06-30 21:52:00,1,71.6,0.856,0.007,0,368.21,1,1,0,1,C2,C2
D2_00000098,1468.34,online_retail,credit_card,17,4,0,PNB,2025-02-19 17:57:00,0,2.7,0.781,0.297,2,1056.84,1,1,0,1,D2,D2
C1_00000054,147.40139382475718,grocery,UPI,13,4,0,Kotak,2025-05-14 13:46:00,0,10.9,0.944,0.111,2,14.52,1,1,0,1,C1,C1
E2_00000171,66.87,clothing,UPI,11,6,1,Paytm Payments Bank,2025-06-01 11:21:00,1,126.6,0.138,0.604,1,21237.54,0,1,0,1,E2,E2
E2_00000308,684.27,grocery,net_banking,17,0,0,Axis,2025-12-25 17:03:00,1,140.9,0.294,0.629,3,65.42,0,1,0,1,E2,E2
B1_00000153,3093.14,unknown,UPI,20,0,0,PNB,2025-02-24 20:56:00,1,2.2,0.126,0.873,2,470.48,1,1,0,1,B1,B1
B2_00000151,4131.25,unknown,UPI,11,0,0,HDFC,2025-03-17 11:48:00,1,35.9,0.083,0.931,2,95.5,1,1,0,1,B2,B2
B1_00000225,1708.12,unknown,debit_card,9,4,0,Axis,2025-09-06 09:15:00,1,18.7,0.045,0.739,1,34.55,1,1,0,1,B1,B1
D2_00000166,52.54,utilities,credit_card,7,3,0,Airtel Payments Bank,2025-09-30 07:36:00,1,47.7,0.808,0.205,2,104.75,0,1,0,1,D2,D2
D2_00000227,620.91,education,UPI,15,6,1,Airtel Payments Bank,2025-01-06 15:33:00,0,59.5,0.692,0.284,6,480.31,1,1,0,1,D2,D2
E2_00000010,169.98,electronics,debit_card,4,4,0,PNB,2025-08-04 04:21:00,1,123.8,0.112,0.647,3,27.2,0,1,0,1,E2,E2
C1_00000270,147.40139382475718,grocery,UPI,14,1,0,Axis,2025-03-16 14:46:00,0,34.1,0.928,0.069,2,71.36,1,1,0,1,C1,C1
B1_00000325,2856.06,unknown,UPI,7,5,1,Axis,2025-11-04 07:09:00,1,28.4,0.121,0.905,1,132.9,1,1,0,1,B1,B1
A1_00000309,1999.2748419584764,unknown,debit_card,20,1,0,Paytm Payments Bank,2025-07-31 10:09:00,0,0.4,0.168,0.948,6,233.18,1,1,0,1,A1,A1
A3_00000120,1998.6898563402397,unknown,UPI,15,2,0,SBI,2025-01-04 15:37:00,0,0.4,0.106,0.673,6,26.66,1,0,1,1,A3,A3
C2_00000211,15449.13348660162,grocery,UPI,20,1,0,HDFC,2025-06-13 20:53:00,0,51.3,0.889,0.025,2,35.36,1,1,0,1,C2,C2
D2_00000037,34.32,pharmacy,debit_card,17,3,0,Airtel Payments Bank,2025-11-03 17:40:00,0,71.5,0.705,0.333,5,892.61,0,1,0,1,D2,D2
B1_00000315,2840.89,unknown,wallet,10,3,0,ICICI,2025-10-15 10:09:00,1,20.0,0.012,0.937,1,84.32,1,1,0,1,B1,B1
E2_00000349,154.98,travel,credit_card,20,3,0,Axis,2025-01-10 20:03:00,1,115.5,0.291,0.559,5,103.92,0,1,0,1,E2,E2
A1_00000231,9998.529390256777,crypto,UPI,9,1,0,SBI,2025-02-06 09:35:00,0,0.7,0.214,0.636,3,274.36,1,1,1,1,A1,A1
B2_00000047,630.57,crypto,debit_card,11,6,1,HDFC,2025-01-15 11:45:00,1,59.0,0.057,0.876,1,225.68,1,1,0,1,B2,B2
A2_00000208,19998.090386093154,online_retail,net_banking,21,5,1,HDFC,2025-05-28 12:25:00,0,0.2,0.133,0.717,7,91.04,1,1,1,1,A2,A2
B1_00000085,603.8,unknown,debit_card,19,1,0,Paytm Payments Bank,2025-02-12 19:00:00,1,0.9,0.086,0.952,1,44.79,1,1,0,1,B1,B1
A1_00000092,1998.2252273310812,unknown,UPI,14,1,0,ICICI,2025-06-06 18:06:00,1,0.8,0.119,0.67,7,7.88,1,1,1,1,A1,A1
D1_00000325,1092.07,fuel,credit_card,21,4,0,Airtel Payments Bank,2025-02-19 21:11:00,0,24.9,0.624,0.264,3,155.51,0,1,0,1,D1,D1
D1_00000185,5.84,grocery,UPI,14,3,0,Airtel Payments Bank,2025-07-22 14:03:00,0,35.8,0.772,0.152,6,108.19,1,1,0,1,D1,D1
D1_00000123,400.2,restaurant,UPI,5,0,0,Kotak,2025-06-18 05:19:00,0,51.6,0.817,0.214,6,175.1,0,1,0,1,D1,D1
D2_00000233,2352.02,grocery,debit_card,22,5,1,Airtel Payments Bank,2025-12-13 22:34:00,0,63.1,0.732,0.332,3,296.16,0,1,0,1,D2,D2
D1_00000109,7.71,online_retail,UPI,18,6,1,Union Bank,2025-07-10 18:22:00,0,7.9,0.613,0.272,1,207.06,0,1,0,1,D1,D1
E2_00000082,175.0,fuel,UPI,14,4,0,Union Bank,2025-11-22 14:06:00,1,107.3,0.342,0.71,1,395.32,0,1,0,1,E2,E2
E1_00000177,20.41,online_retail,UPI,12,4,0,HDFC,2025-02-15 12:53:00,1,94.8,0.357,0.62,3,131.52,1,1,0,1,E1,E1
A1_00000003,1999.8514291544288,unknown,UPI,15,0,0,ICICI,2025-07-14 02:04:00,0,0.8,0.297,0.778,5,123.43,1,1,0,1,A1,A1
A3_00000136,9999.02347709602,unknown,debit_card,15,4,0,BOI,2025-08-31 20:32:00,0,0.7,0.225,0.863,5,144.91,1,1,1,1,A3,A3
D2_00000160,430.74,travel,debit_card,11,3,0,ICICI,2025-04-01 11:57:00,0,39.6,0.735,0.174,6,654.35,1,1,0,1,D2,D2
A2_00000190,49999.13640788418,unknown,UPI,14,2,0,SBI,2025-08-15 11:36:00,0,0.3,0.176,0.805,2,45.57,1,0,1,1,A2,A2
E1_00000233,22.26,entertainment,UPI,11,4,0,ICICI,2025-10-19 11:40:00,1,133.7,0.131,0.543,0,104.64,0,1,0,1,E1,E1
B2_00000132,1560.93,unknown,UPI,11,0,0,Kotak,2025-10-05 11:32:00,1,49.9,0.097,0.969,1,118.51,1,1,0,1,B2,B2
A3_00000184,19998.65677339385,online_retail,net_banking,11,3,0,Paytm Payments Bank,2025-02-12 19:07:00,0,0.2,0.292,0.809,6,15.52,1,1,0,1,A3,A3
B3_00000011,23570.62,unknown,credit_card,18,5,1,Union Bank,2025-05-07 18:16:00,1,13.8,0.198,0.894,18,4820.61,1,1,0,1,B3,B3
A3_00000341,999.9239497818746,online_retail,UPI,16,4,0,Airtel Payments Bank,2025-11-13 21:45:00,0,0.7,0.147,0.611,7,67.32,1,1,1,1,A3,A3
D1_00000301,500.86,healthcare,debit_card,5,6,1,BOI,2025-04-20 05:10:00,1,5.4,0.704,0.199,1,65.56,0,1,0,1,D1,D1
E2_00000295,70.85,grocery,UPI,6,3,0,Union Bank,2025-03-25 06:46:00,1,79.2,0.276,0.542,2,18.94,1,1,0,1,E2,E2
C1_00000244,147.40139382475718,online_retail,net_banking,10,1,0,Kotak,2025-11-29 10:46:00,0,2.8,0.91,0.068,2,87.07,0,1,0,1,C1,C1
